scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,historical_logical_id
slot_767e52f2f70da65a35a75001f6c430c5a8746fc5994197e3650537aa3b52bcfc,slot_767e52f2f70da65a35a75001f6c430c5a8746fc5994197e3650537aa3b52bcfc,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q6,0,historical_frozen_417,"{""F1"": 0.0}",34b771b6e522394f371ff098bc612ede02a085950c1b7d1859af4dc7cbc43f7f
slot_a8fcdd7bda4bc67842f7cd6f95015f1fcc0e808ba2839d887fa7e5c09fce7b7c,slot_a8fcdd7bda4bc67842f7cd6f95015f1fcc0e808ba2839d887fa7e5c09fce7b7c,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q1,0,historical_frozen_417,"{""F1"": 1.0}",83e35b61b556fcd711fb2666afda1e9f6eb6f9f316058a26a8e1ce4569308e98
slot_25d71851ac3fa321b9e2845aadffa82682f4f50285ff03acab9196a164aecebb,slot_25d71851ac3fa321b9e2845aadffa82682f4f50285ff03acab9196a164aecebb,thinking_historical_reference,tuning,cost_free,single,1,max,historical,hpobench:paramnet:adult:steps,0,historical_frozen_417,"{""Gap"": 94.58252936818005, ""Gap0"": 94.58252936818005, ""RawPerf"": 0.8515000006208817}",43810e33371028ac372ea869d7dfafb5a1ec93667f3fe5c2ab627502d1b05d1b
slot_cce50ab086a4ac1674601e8ea7444d96cd2be3ab2047b1e0afb14e3e3c1c51ea,slot_cce50ab086a4ac1674601e8ea7444d96cd2be3ab2047b1e0afb14e3e3c1c51ea,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q34,0,historical_frozen_417,"{""F1"": 0.0}",3518065c294c2dfaeb8d2193d9e0e32886c3832d599621132324025c0acc21ad
slot_9e1e4d8c8d57355d6f33612fa473df245ed6880fbd9aed07abf09efafd8caf84,slot_9e1e4d8c8d57355d6f33612fa473df245ed6880fbd9aed07abf09efafd8caf84,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q25,0,historical_frozen_417,"{""F1"": 0.0}",5f9c94b4b3c52788c83bca967f23d4a736a1be7da7888a2a955164636096760b
slot_a1f06750394cac01780801c287ead214eb367fa5f1fec8d334bdece87131a492,slot_a1f06750394cac01780801c287ead214eb367fa5f1fec8d334bdece87131a492,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q19,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",568e084974e650917056483c7bb27eb29b814b60204b16fad7e597fe23aa1b66
slot_ecf121f61e3b2af8caf7c77a8c50e3c9e944868be284d8e103e88e33fb871100,slot_ecf121f61e3b2af8caf7c77a8c50e3c9e944868be284d8e103e88e33fb871100,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q1,0,historical_frozen_417,"{""F1"": 0.0}",92aa431d98b4bcd1e35df0a708b1dec342772b1344b36d2f383f59050307f67f
slot_9139a080add4d6ea63a00724366612b65c67fa19caef6a49427ece79e9cb45ea,slot_9139a080add4d6ea63a00724366612b65c67fa19caef6a49427ece79e9cb45ea,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q16,0,historical_frozen_417,"{""F1"": 0.5714285714285715}",df4e2a5ed74f13a570e3ec9ebdc58a6f8c32a88287a972e9a5cbcdbe0a7d4235
slot_93b8040bb416886f02c8c6d724b45bb29dc8535f859c8cfeff782766c78645d7,slot_93b8040bb416886f02c8c6d724b45bb29dc8535f859c8cfeff782766c78645d7,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q8,0,historical_frozen_417,"{""F1"": 0.6666666666666666}",b668182eca27b89d1c10ad86e2f3bbbfefc26e8b003e99b9f2658f344d43bc7f
slot_9730f1e29ef696ba3db2750dfbdb5521e534c30190d9603fc88d0a37e272f4ed,slot_9730f1e29ef696ba3db2750dfbdb5521e534c30190d9603fc88d0a37e272f4ed,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index9,0,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8235294117647058}",8cc1b185f34e60fe63ca0cdeb258d17ea412dde4c9586c1be011330a25114da5
slot_4b719619216aeb3d64105fa05cdfeb7cf0c900dae7e2fbc0cceb7a1c41153baf,slot_4b719619216aeb3d64105fa05cdfeb7cf0c900dae7e2fbc0cceb7a1c41153baf,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index9,1,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8235294117647058}",1c0340cdfbf97cb02a768f77a7ce128db55cd1750133488692fc1e71a0a95e0a
slot_4e173f54f6c6a554c6ca0d61bf7bc6fd2b30ddee7c6aee56b478e97147ef5f95,slot_4e173f54f6c6a554c6ca0d61bf7bc6fd2b30ddee7c6aee56b478e97147ef5f95,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index9,2,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8235294117647058}",3d2937dd22d034eda47a861fd99cfe2230c046d551c0a95213dfe795a5812b8a
slot_09eb532f5161e57f475807e5249286b131840c80b8f398a9f8630457696aae0e,slot_09eb532f5161e57f475807e5249286b131840c80b8f398a9f8630457696aae0e,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index7,0,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",78bd7aa71cec97e684de0f8272565748bb6569d4bc79484e2eb8783d7da053cf
slot_d1ea1b6daac74f6911d8154adcebb766cd62df451e6a3d56a48f641bae5bb325,slot_d1ea1b6daac74f6911d8154adcebb766cd62df451e6a3d56a48f641bae5bb325,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index7,1,historical_frozen_417,"{""EA"": 0.6470588235294118, ""LA"": 0.7647058823529411}",a6977ba9f6b279f7e96aeb58e8ed03b39340b224f479cefb112edd8d8b05402d
slot_2ad99ca8ef47e422f4d9d088006986e5532a470fb80378d83878e9c8e4048ada,slot_2ad99ca8ef47e422f4d9d088006986e5532a470fb80378d83878e9c8e4048ada,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index7,2,historical_frozen_417,"{""EA"": 0.8235294117647058, ""LA"": 0.8823529411764706}",e79fc9889c3296eb574c0d0d04c5120374b0f902fc12bf10eead98e29a0aeedf
slot_e15aa54ed8d1ad3147bcc997fcd2367ee7450502f909674cdfcf130287ef42a0,slot_e15aa54ed8d1ad3147bcc997fcd2367ee7450502f909674cdfcf130287ef42a0,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q26,0,historical_frozen_417,"{""F1"": 0.0}",1d99198735538641e68d5666fb574426a727da071e2f1c903cca723981e7a6be
slot_b50a29ae8903ccde7b3757a4583f7c4655c23560e9955e657195bb8f4fdd923c,slot_b50a29ae8903ccde7b3757a4583f7c4655c23560e9955e657195bb8f4fdd923c,thinking_historical_reference,tuning,cost_free,single,1,max,historical,hpobench:nasbench201:cifar100,0,historical_frozen_417,"{""Gap"": 100.0, ""Gap0"": 100.0, ""RawPerf"": 0.7350333333333333}",f8060e3f69bd9173f8a76c30a0db0506be6dabca5d3d31e1ce3a476d74eaba83
slot_42b3ff99f2f9bb1aad961cebf56b8ca402e281a680b80a11f107693dae04f904,slot_42b3ff99f2f9bb1aad961cebf56b8ca402e281a680b80a11f107693dae04f904,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q16,0,historical_frozen_417,"{""F1"": 1.0}",b3dc53cf9fcff6cee91cd57798dc26c20b97e44182f7102d49b942974cf15e2d
slot_3696e61f42a09670a4e5587324d1cfc99b7351e2b047c7f844766e421d651f09,slot_3696e61f42a09670a4e5587324d1cfc99b7351e2b047c7f844766e421d651f09,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q23,0,historical_frozen_417,"{""F1"": 1.0}",d35269809abf3d8af5ebda5d52385834ecfb7b5e852ccea82c01ae72d90ca8bf
slot_da9709618b6a614e89834c6f45d35eba52eae2ecc606f1319cf08dc12fc85086,slot_da9709618b6a614e89834c6f45d35eba52eae2ecc606f1319cf08dc12fc85086,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q22,0,historical_frozen_417,"{""F1"": 0.0}",98a3035c158e4952cd01a9ed661378a2b53effd4c6b607a4ef0d31d61e7dd2a6
slot_a9f67a4992a9b6f80f35a50c4a9dcfa6a292b47e77a08e2dbf78f52cff4b4134,slot_a9f67a4992a9b6f80f35a50c4a9dcfa6a292b47e77a08e2dbf78f52cff4b4134,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q30,0,historical_frozen_417,"{""F1"": 1.0}",8a2aba8cf6f868c2618b6ff439529f36092f6b8adf2e71cfb85e716272c780c3
slot_27c425f8ad9d83936cd3157c6d9b6e9d7e46652da6157065e3f08820994b6068,slot_27c425f8ad9d83936cd3157c6d9b6e9d7e46652da6157065e3f08820994b6068,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index1,0,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",7141042c48d3253ba18dc76330e2f7d3439530b51965cce560d8ee8a1c5b344b
slot_ba03e1f5b8f19a9030c1a27099bc8b85400a125c9b8118647881aeb49e0e16ac,slot_ba03e1f5b8f19a9030c1a27099bc8b85400a125c9b8118647881aeb49e0e16ac,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index1,1,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.8823529411764706}",6ab04b097359b262b0bd84c3c4428566c73acd3861b8bccc646d5d52b7ce26a2
slot_272cdc2dd7dfa13f9a79a4f35b1b0a63e1606353a853bc4dc026e92f11b4f446,slot_272cdc2dd7dfa13f9a79a4f35b1b0a63e1606353a853bc4dc026e92f11b4f446,thinking_historical_reference,evidence_audit,cost_tight,single,1,max,historical,contract-nli/index1,2,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.8823529411764706}",72d288dd3b29f58ac102596f0bb9d93db10330a49c710cb7765fc434ef448f86
slot_35b1ffdf07b627151d9072ab0fad9c4ae967eeb791404473d844db4b334a07fe,slot_35b1ffdf07b627151d9072ab0fad9c4ae967eeb791404473d844db4b334a07fe,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index0,0,historical_frozen_417,"{""EA"": 0.5882352941176471, ""LA"": 0.9411764705882353}",affa7e089f4e9b37d2bf90be0a8dd123aa3c4da94344e799ffea24dd16e93f64
slot_f159cee55fa4a804c56d5bc1804d907ba198bbdbd39f762fd25a2ef0e22220e2,slot_f159cee55fa4a804c56d5bc1804d907ba198bbdbd39f762fd25a2ef0e22220e2,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index0,1,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.8823529411764706}",84d98b3e0757d3408657946f98b50a1117ad00aa90565d681ce0306ff1fad830
slot_39dc74c415616909730cfcd21de1b7df255aad18018b8ef4fa9d6153f9cabae5,slot_39dc74c415616909730cfcd21de1b7df255aad18018b8ef4fa9d6153f9cabae5,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index0,2,historical_frozen_417,"{""EA"": 0.35294117647058826, ""LA"": 0.8823529411764706}",a06ecbe7cc0da0527de0a6aa9059c0532f1a5c24fe3ea18021ccd3b00227b4fd
slot_4455e0143e4f0faf7e1a25acf68ecb5ae2c3dde07935f77ed4bfc3dc50862796,slot_4455e0143e4f0faf7e1a25acf68ecb5ae2c3dde07935f77ed4bfc3dc50862796,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q7,0,historical_frozen_417,"{""F1"": 1.0}",a84de672c1765a6de414797a5717035963bd93f15828c596ef5469db8fd47fab
slot_963dfe78eb19029c3ad4c4348ccd27361ebf38794bd18ca1b3c2f850c17bdf49,slot_963dfe78eb19029c3ad4c4348ccd27361ebf38794bd18ca1b3c2f850c17bdf49,thinking_historical_reference,tuning,cost_tight,single,1,max,historical,hpobench:nasbench101:B,0,historical_frozen_417,"{""Gap"": 77.59726711134049, ""Gap0"": 77.59726711134049, ""RawPerf"": 0.89186030626297}",1e791c0371fea49c506e41fd32d105a166a14e56df0842e990c552c268db2531
slot_35181096f6924cab68f380133028a190a58ecc43b27499b1c87cc7c1da381779,slot_35181096f6924cab68f380133028a190a58ecc43b27499b1c87cc7c1da381779,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q14,0,historical_frozen_417,"{""F1"": 1.0}",4a93ac2434f9424e9274b8c6632652ddb809c21a28047f595cc8905903f9ad44
slot_88429f86c0d62ec9ee9adaf8f53e17257df6c88062dde1a351aa56f9b3604f04,slot_88429f86c0d62ec9ee9adaf8f53e17257df6c88062dde1a351aa56f9b3604f04,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed2/q0,0,historical_frozen_417,"{""F1"": 1.0}",16193646d8e1cde06c2f02a57f40dec3741485738547543a3162ccc6e824bcde
slot_6a7bae14df36482a340980c59f3e50411657b3df0e947d6bdbce6203a2bdfa6c,slot_6a7bae14df36482a340980c59f3e50411657b3df0e947d6bdbce6203a2bdfa6c,thinking_historical_reference,tuning,cost_tight,single,1,max,historical,hpobench:nasbench101:C,0,historical_frozen_417,"{""Gap"": 98.59409020375324, ""Gap0"": 98.59409020375324, ""RawPerf"": 0.9376335342725118}",99df7d64392972ad06d46fe7673e490f62dec11440261720afe7ac4f73b70fab
slot_726b1da45908bec0957e7c7129c2c4d28604c64bd916f23c89078e102d4c4dbe,slot_726b1da45908bec0957e7c7129c2c4d28604c64bd916f23c89078e102d4c4dbe,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q35,0,historical_frozen_417,"{""F1"": 0.0}",03200a2780088c63e8c56ec3174633b8f914e7c12f10e6cd408af587f8c0d088
slot_cff84654ce738723cf7e9946dc93c7c9beafae2ec04970fbe0e8dbd0898cce05,slot_cff84654ce738723cf7e9946dc93c7c9beafae2ec04970fbe0e8dbd0898cce05,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q29,0,historical_frozen_417,"{""F1"": 0.0}",e82244933d093cbaaeb4876ebba2e68225c318ba8cea4549658b4bbb0dd5b662
slot_7d0aed1f198d82b1b97dcdcbb2e07ed74b6e0901c8cebf482f5ff07e97a381b5,slot_7d0aed1f198d82b1b97dcdcbb2e07ed74b6e0901c8cebf482f5ff07e97a381b5,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index1,0,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 0.9411764705882353}",2a336f2281849cd954757f686fe55ea0e4f26466233ce935d4ae7fdd3701c794
slot_f736f37467d0a786acba49e38aa6f599cbe84adc8b2100a4a974751cd2f7fc7c,slot_f736f37467d0a786acba49e38aa6f599cbe84adc8b2100a4a974751cd2f7fc7c,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index1,1,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 0.8823529411764706}",b2fb0ece5ee5d1fdce949555a89725d4555c59136c820691ee54c5da09333c25
slot_233ff89dd2650e3167835fca0b02cce260854851c8040a22530b3cdb58f302a2,slot_233ff89dd2650e3167835fca0b02cce260854851c8040a22530b3cdb58f302a2,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index1,2,historical_frozen_417,"{""EA"": 0.7647058823529411, ""LA"": 0.9411764705882353}",c6ace9eb01827d0526791780a0c5e977b2b8123d09c873175d1f94a440750a99
slot_e227fc0c6c72304397761c968f5a6cc70b339106736e3daca99d32cd524caf15,slot_e227fc0c6c72304397761c968f5a6cc70b339106736e3daca99d32cd524caf15,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed2/q28,0,historical_frozen_417,"{""F1"": 1.0}",535c0328102ad1c6c05f959a7aa4218b97d026e2aa77dda05186b35399fffe13
slot_552029db9136a33adbe5f8122225bd190b0dca51e13cb24f994a6fac9e681ed1,slot_552029db9136a33adbe5f8122225bd190b0dca51e13cb24f994a6fac9e681ed1,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index7,0,historical_frozen_417,"{""EA"": 0.0, ""LA"": 0.0}",e67746d64b5f0f0f0a340ba16fd1094793628380b2ea7e4d0e609a4322be36ac
slot_c0a0c3414de48f3eb8963ed8dcd86259d4597db67a8758c8e5ea4956a976218c,slot_c0a0c3414de48f3eb8963ed8dcd86259d4597db67a8758c8e5ea4956a976218c,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index7,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 1.0}",685469391edddf6483f4246a24739f8f5bbc2323c4f27cc84f4075259b2ef2c9
slot_30cb665955cc3c20b3caf70f125a2deea250a5c316167254a0d53223c3b414bb,slot_30cb665955cc3c20b3caf70f125a2deea250a5c316167254a0d53223c3b414bb,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index7,2,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.8235294117647058}",4500909177087fd4d32c88075ae6894709cac2b9b61557d2053e882c7c40711f
slot_d9c11860b0aebad69624e9bf96fe00cf5467b329d998e372dc8f13a14cd051d0,slot_d9c11860b0aebad69624e9bf96fe00cf5467b329d998e372dc8f13a14cd051d0,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q26,0,historical_frozen_417,"{""F1"": 0.9090909090909091}",1c389c9365eb712d36d1ec3fa25fe844a3222d4e8f399798fca29200670cdca6
slot_85c216e536a6afb6b62b727d4180295eddcebd505ddf1e2e8626d53cbc19e2ad,slot_85c216e536a6afb6b62b727d4180295eddcebd505ddf1e2e8626d53cbc19e2ad,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index2,0,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 0.8823529411764706}",95821992fb702eaaa4d5c6e3594ccbc3a3a5f1e74cd3bbea4def051a9a959831
slot_16002f67b6473d19dff3aaf413fc01006d09d3a9633df3de8e15768d5eb28d26,slot_16002f67b6473d19dff3aaf413fc01006d09d3a9633df3de8e15768d5eb28d26,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index2,1,historical_frozen_417,"{""EA"": 0.9411764705882353, ""LA"": 0.9411764705882353}",2163dd4b1046db4f9f755b4d26019127ee8e789348335721d13f11be3fc07838
slot_13ba3a881c4086f22a90f11617e5f12ecb602a57941a923d9e7f973a92a1a1d0,slot_13ba3a881c4086f22a90f11617e5f12ecb602a57941a923d9e7f973a92a1a1d0,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index2,2,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 0.8823529411764706}",d1bee4da10de6df6c8a1eebbb9008f33dfe8aab5322e3224822d6343ee3603b8
slot_de515f8b5519ee13e61ad39d40decb575d59bf58337f90503f02563da6fd04e6,slot_de515f8b5519ee13e61ad39d40decb575d59bf58337f90503f02563da6fd04e6,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q22,0,historical_frozen_417,"{""F1"": 0.0}",4264cb052303e9d2c7cd356a9ee427d274e062c5d9bb80ed27a466d8899a572a
slot_47c67de9aed43a07d99ef5151b60b6560a542205e3c79a2a71447e0f09b48efc,slot_47c67de9aed43a07d99ef5151b60b6560a542205e3c79a2a71447e0f09b48efc,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q31,0,historical_frozen_417,"{""F1"": 0.25}",1d3578b4cde6cedea16a2b80d1583e7d199a5bedfc58a17db66b6f8d19a9ac77
slot_21a8afaad6355f8c2963bda77660f35d3d6ef812cff2f642de1872d9637fbfc1,slot_21a8afaad6355f8c2963bda77660f35d3d6ef812cff2f642de1872d9637fbfc1,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index3,0,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",7d6b5538d76634e3a3475b6905f73fe0e63de31a0af2baeaf7d0fbd1583d2871
slot_fa1cc560f0b5f4a2bc522b639c240348e8f8ebf0a850d90b3e503670e25e6fcf,slot_fa1cc560f0b5f4a2bc522b639c240348e8f8ebf0a850d90b3e503670e25e6fcf,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index3,1,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",77aefdbf0b78b615f32b2479e0d93af128f8b1827c9b18fe312ee527c789bb75
slot_13df3a705b512e5945fa6bc807e5b720cdd8ec9299cddbfec9027cd56b8b82c0,slot_13df3a705b512e5945fa6bc807e5b720cdd8ec9299cddbfec9027cd56b8b82c0,thinking_historical_reference,evidence_audit,cost_free,single,1,max,historical,contract-nli/index3,2,historical_frozen_417,"{""EA"": 1.0, ""LA"": 0.9411764705882353}",829f96d5ba51e39c61ca8a89dee3d3e23ceeee91b37b0784acb9901d042f4dc0
slot_0c92780141710bcd99244abcfb658c7f938618b67b7fdb8d9d5f450cae243606,slot_0c92780141710bcd99244abcfb658c7f938618b67b7fdb8d9d5f450cae243606,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index8,0,historical_frozen_417,"{""EA"": 0.9411764705882353, ""LA"": 1.0}",e1c9394a674640b4309fa09223df4cfc4df61330d0591c52ca1693d748f01415
slot_998ad2fb9bfed937be7f5e1ea2c50a1647571e7aed7c12e88369a3c38e728a67,slot_998ad2fb9bfed937be7f5e1ea2c50a1647571e7aed7c12e88369a3c38e728a67,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index8,1,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 1.0}",68bdf5f6a059e87c7b023181607b9c9ad3a79c9e25c8dcf45457191c482a5bf1
slot_d62fc5b5193fe27a2adb9b56c5980d28e593b27b32328cedbc054e4d0ef33e01,slot_d62fc5b5193fe27a2adb9b56c5980d28e593b27b32328cedbc054e4d0ef33e01,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index8,2,historical_frozen_417,"{""EA"": 0.8823529411764706, ""LA"": 1.0}",05e3184c3ccb803fdd1588cd1760bb81a970b0b7ea718d6202d16e27f293a491
slot_bafb90f5c886bfbc77144eec55639fbde89bdf769cdb3bf0860c9d23db2e3199,slot_bafb90f5c886bfbc77144eec55639fbde89bdf769cdb3bf0860c9d23db2e3199,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q13,0,historical_frozen_417,"{""F1"": 1.0}",eefea3c8da897ee3795fa4f4c522d9c4a9bb40233c615e0f9bef87a071969c22
slot_7bbddb5a4d796e05e75a36ca55b954c07a6b70bb1d23d075ed329247e0bc33f2,slot_7bbddb5a4d796e05e75a36ca55b954c07a6b70bb1d23d075ed329247e0bc33f2,thinking_historical_reference,restricted_search,cost_free,single,1,max,historical,phantom_seed3/q8,0,historical_frozen_417,"{""F1"": 0.0}",c92d11cd3a1459617acdb6b6f8b338062200add1cf35fe11c213f53d9d83fe67
slot_b968217d5fb7128a657b0171432fbb43ee004f41cbe5a061464ccf30c852404f,slot_b968217d5fb7128a657b0171432fbb43ee004f41cbe5a061464ccf30c852404f,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q30,0,historical_frozen_417,"{""F1"": 0.13333333333333333}",474b1cecbc637e16ffa95de7c9d7d9cceaf19fd1f32c254faf1a24640d739ca5
slot_837a195b4bd7f96dbc942bf54aab987b0569e9ebd3d6dfa555b1479108296e6e,slot_837a195b4bd7f96dbc942bf54aab987b0569e9ebd3d6dfa555b1479108296e6e,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index11,0,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.9411764705882353}",e4c664f395d4a97e0e515088d83a9d2eeff5615d3e2fc1f6d8d50a7ea5415b2c
slot_6cfa70dfd6bf74b649d4c4715e4851ab1e3c1368a728a9507859676b5da6c9d4,slot_6cfa70dfd6bf74b649d4c4715e4851ab1e3c1368a728a9507859676b5da6c9d4,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index11,1,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.8823529411764706}",756c3138d3bff9eec9dbcacd4349c6a9e0708ef156a9019d3c58e38a35e2ebb2
slot_7a82c114dd202973c5a7b1e5dd5f38b919b90e9258bf4a041ca5491ba1996367,slot_7a82c114dd202973c5a7b1e5dd5f38b919b90e9258bf4a041ca5491ba1996367,thinking_historical_reference,evidence_audit,cost_moderate,single,1,max,historical,contract-nli/index11,2,historical_frozen_417,"{""EA"": 0.7058823529411765, ""LA"": 0.9411764705882353}",321f738825d6f9f049fb253ee7f4cbf4a274d66dcbd260ee00742eaec44178a0
slot_66f49349564be76159fc1aad44fc5359e2a5eac773589795684286a987913b31,slot_66f49349564be76159fc1aad44fc5359e2a5eac773589795684286a987913b31,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed2/q25,0,historical_frozen_417,"{""F1"": 0.0}",dcb448f29b788bb4598e1ed83291ac8e8b9bb609704066e1e13e167d118167c4
slot_d59e3732cb8fb352e5ac0901cf3022257f2b4bf0bf38ed632b81e9e629d62b7b,slot_d59e3732cb8fb352e5ac0901cf3022257f2b4bf0bf38ed632b81e9e629d62b7b,thinking_historical_reference,tuning,cost_free,single,1,max,historical,hpobench:paramnet:letter:steps,0,historical_frozen_417,"{""Gap"": 90.22962949516527, ""Gap0"": 90.22962949516527, ""RawPerf"": 0.9138398914383526}",f7ae01a067bcd9519d5fef085c0535abf8c21dde0d81867ce1c674818bac531f
slot_e594acae087eea9d27a18927787b08b4a7476da10eba8e14d006126a58b08a46,slot_e594acae087eea9d27a18927787b08b4a7476da10eba8e14d006126a58b08a46,thinking_historical_reference,tuning,cost_moderate,single,1,max,historical,hpobench:nasbench201:cifar10-valid,0,historical_frozen_417,"{""Gap"": 99.32998283650223, ""Gap0"": 99.32998283650223, ""RawPerf"": 0.915533333235677}",aa4264b04b45e28f8d8e43f4997893ec7a50b49e4f69d2c57ee6753b8eae957d
slot_e361c85943f9ebf94f761be2d73eefb41c3bc21d77f7af125f7930d0f0c78131,slot_e361c85943f9ebf94f761be2d73eefb41c3bc21d77f7af125f7930d0f0c78131,thinking_historical_reference,restricted_search,cost_moderate,single,1,max,historical,phantom_seed3/q33,0,historical_frozen_417,"{""F1"": 0.0}",63c031896e16d818593cbea80af625d040e22f24ad4e1d03e681b6c89c105dbe
slot_1b043f82c0f9c896536f0a21bf697eae84b027ab6c0c547a1a121d63516a1f17,slot_1b043f82c0f9c896536f0a21bf697eae84b027ab6c0c547a1a121d63516a1f17,thinking_historical_reference,restricted_search,cost_tight,single,1,max,historical,phantom_seed3/q10,0,historical_frozen_417,"{""F1"": 0.23529411764705882}",c6220f9b9c593ce223797bc4c0723c7f287d897495e14b65ce3dfc8c856df1f4
