model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_trace,tight_trace
gpt-5.6-sol,10,2,nda-13,"[47, 51]",[51],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_865f4b48ad18ee2d77e9537c1cc42df7948a8a3c105e2f8e78e155ac4903425d/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_10_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_b898167c49226ca8a0cdc465e86982e8e075d961071ccc7171a292af339bf5e4/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_10_r2_s2202.json
gpt-5.6-sol,8,2,nda-8,"[37, 39]",[39],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_d9fc6c8b45a0aeb96e2291f44fe18202115143dc67956769c0ad34ee5117151a/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_9e140cad36ab26409425f24374662a9953466052d786b88ed99ff49d6dd8eda1/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
gpt-5.6-sol,8,2,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_d9fc6c8b45a0aeb96e2291f44fe18202115143dc67956769c0ad34ee5117151a/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_9e140cad36ab26409425f24374662a9953466052d786b88ed99ff49d6dd8eda1/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
gpt-5.6-sol,11,0,nda-15,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_edcd8ea8d6af3563c5964cb78947018d74d34fa6153154f143ccbdf5167c9486/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ef6d68c35d4d3e99d94206cff361d96f439bfac96fea2511916d8b690fc5b07b/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
gpt-5.6-sol,4,2,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_f5a63aa1150fbb381da1122e90792cb43afe2b016a2200dd05d9fbd25ab0fe10/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_4_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_ce4ea13da0ecf31d12465c0205787a370f0a62ee15fb74de0456c236a2128d82/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_4_r2_s2202.json
gpt-5.6-sol,7,0,nda-19,"[22, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_f9b51e36c25d31ef0638bdf087dc73462571001a64d7fa5438e2a62d97a0dc2e/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4668c7d2ff6e7215816cad29a0688528acf7a2f0ad1aee681e835a68e5f35ec4/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_7_r0_s2200.json
gpt-5.6-sol,7,0,nda-17,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_f9b51e36c25d31ef0638bdf087dc73462571001a64d7fa5438e2a62d97a0dc2e/result/gpt-5.6-sol_cost_free/traces-v2/evidence_audit_cc-large_7_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_api_studies_20260910/studies/gpt56sol_medium_refmatrix_20260910_v1/invocations/job_4668c7d2ff6e7215816cad29a0688528acf7a2f0ad1aee681e835a68e5f35ec4/result/gpt-5.6-sol_cost_tight/traces-v2/evidence_audit_cc-large_7_r0_s2200.json
kimi-k3,0,0,nda-12,"[63, 67]",[67],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_0_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_0_r0_s2200.json
kimi-k3,0,1,nda-2,"[25, 32]",[25],14,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_0_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_0_r1_s2201.json
kimi-k3,0,2,nda-12,"[63, 67]",[67],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_0_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index0-doc1/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_0_r2_s2202.json
kimi-k3,1,1,nda-1,"[15, 16, 17]","[16, 17]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_1_r1_s2201.json
kimi-k3,1,2,nda-13,"[33, 36, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_1_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index1-doc2/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_1_r2_s2202.json
kimi-k3,10,0,nda-4,"[43, 45]",[45],5,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_10_r0_s2200.json
kimi-k3,10,0,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index10-doc23/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_10_r0_s2200.json
kimi-k3,11,0,nda-12,"[47, 48, 52]",[52],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
kimi-k3,11,0,nda-19,"[26, 28]",[26],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
kimi-k3,11,0,nda-3,"[11, 12]",[12],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r0_s2200.json
kimi-k3,11,1,nda-12,"[47, 48, 52]",[52],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,1,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,1,nda-15,"[24, 25]",[25],1,0,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,1,nda-2,"[11, 12, 13, 14, 15]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,1,nda-19,"[26, 28]",[26],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,1,nda-5,"[17, 30]",[30],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
kimi-k3,11,2,nda-12,"[47, 48, 52]",[52],4,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
kimi-k3,11,2,nda-2,"[11, 12, 13, 14, 15]",[12],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
kimi-k3,11,2,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_11_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index11-doc24/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_11_r2_s2202.json
kimi-k3,12,0,nda-4,"[32, 35]",[35],13,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
kimi-k3,12,0,nda-12,"[25, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
kimi-k3,12,1,nda-12,"[25, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
kimi-k3,12,1,nda-4,"[32, 35]",[35],17,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
kimi-k3,12,1,nda-5,"[32, 34]",[34],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
kimi-k3,12,2,nda-12,"[25, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_12_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index12-doc25/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_12_r2_s2202.json
kimi-k3,3,0,nda-10,"[5, 9]",[9],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_3_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_3_r0_s2200.json
kimi-k3,3,2,nda-10,"[5, 9]",[9],3,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_3_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index3-doc5/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_3_r2_s2202.json
kimi-k3,4,0,nda-12,"[14, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_free/single/kimi-k3_cost_free/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/expgym/evidence_audit/audit-index4-doc6/cost_tight/single/kimi-k3_cost_tight/traces-v2/evidence_audit_cc-large_4_r0_s2200.json
