model,source,question_id,family,free_score,tight_score,score_change,free_visible,tight_visible,free_unique_articles,tight_unique_articles,shared_articles,common_article_prefix,same_first_article,tight_is_free_prefix,tight_term,free_term,free_slot_id,tight_slot_id
qwen3.8-2.4t-a95b-fp8,phantom_seed2,17,whois,0.0,0.0,0.0,30,3,22,3,3,3,True,True,natural_answer,max_steps_reached,41e597d4defa99a27dc0a54c,b5392b8845c054b11d9ec744
qwen3.8-2.4t-a95b-fp8,phantom_seed3,16,whois,0.0,0.0,0.0,30,9,16,3,3,2,True,False,natural_answer,max_steps_reached,006115397bc8f4b59d58388a,7170df58d33283d1bb8835f4
qwen3.8-2.4t-a95b-fp8,phantom_seed2,23,whatis,0.6666666666666666,0.5,-0.16666666666666663,10,3,10,3,3,2,True,False,natural_answer,natural_answer,ad802ea9af77766099497400,0db5e05bbbf554bd4168c712
qwen3.8-2.4t-a95b-fp8,phantom_seed3,14,whois,1.0,0.0,-1.0,8,2,8,2,2,2,True,True,time_budget_exceeded,natural_answer,9ea686514c8469b9bc32840b,f039374b0b3426989e706d21
qwen3.8-2.4t-a95b-fp8,phantom_seed2,34,whatis,0.16666666666666669,0.0,-0.16666666666666669,6,3,6,3,3,1,True,False,time_budget_exceeded,natural_answer,72c6aefdf027b40c4ac6f7f5,856470f156bfed87b46625ea
qwen3.8-2.4t-a95b-fp8,phantom_seed3,34,whatis,0.0,0.0,0.0,29,6,21,2,2,1,True,False,time_budget_exceeded,max_steps_reached,7b59a56389b6a6b86f6cb4fb,0c69bb01f64de6bef75d52d2
qwen3.8-2.4t-a95b-fp8,phantom_seed2,25,whatis,0.15384615384615385,0.0,-0.15384615384615385,17,2,17,2,2,2,True,True,time_budget_exceeded,natural_answer,9e86f75600d6a831337fd96f,68ee94805e7be8cf5dbcac5a
qwen3.8-2.4t-a95b-fp8,phantom_seed2,31,whatis,0.33333333333333337,0.33333333333333337,0.0,16,3,11,3,3,1,True,False,natural_answer,natural_answer,7c7d9d05d746ae81ebf6322f,bbf95b30a165b3ee02b273d2
qwen3.8-2.4t-a95b-fp8,phantom_seed3,2,whois,1.0,0.0,-1.0,5,3,5,3,3,3,True,True,time_budget_exceeded,natural_answer,6659df9525090ba00406adec,b52b2f5f4caa6bca61edde92
qwen3.8-2.4t-a95b-fp8,phantom_seed3,19,whatis,1.0,0.0,-1.0,7,3,7,3,3,3,True,True,natural_answer,natural_answer,ee7ba91a1f63245eee22ab2d,9d9f53e385ee7fed81c1fcc6
qwen3.8-2.4t-a95b-fp8,phantom_seed3,9,whois,1.0,0.0,-1.0,12,3,12,3,3,1,True,False,time_budget_exceeded,natural_answer,32b61abeae5c3eb94f0e3ac9,c22f44ce47e9f53000cc0916
qwen3.8-2.4t-a95b-fp8,phantom_seed3,33,whatis,0.0,0.0,0.0,29,3,17,3,3,1,True,False,time_budget_exceeded,max_steps_reached,d1b4f5f134d92231b8eb0e39,b4023b523213ac49dc4aa33e
qwen3.8-2.4t-a95b-fp8,phantom_seed2,6,whois,1.0,0.0,-1.0,11,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,18fb40bae033929378afac24,a8f867c16511dbca6c8be2f9
qwen3.8-2.4t-a95b-fp8,phantom_seed3,25,whatis,1.0,0.18181818181818182,-0.8181818181818181,13,2,13,2,2,2,True,True,time_budget_exceeded,natural_answer,00e56b2f6dac9533ce730fb9,e1216287ac9892e746b5ce68
qwen3.8-2.4t-a95b-fp8,phantom_seed2,0,whois,1.0,1.0,0.0,2,3,2,3,2,2,True,False,natural_answer,natural_answer,d2137db80bb5b1f68d907503,4a5972641ec69c540d83f5a0
qwen3.8-2.4t-a95b-fp8,phantom_seed2,1,whois,1.0,0.0,-1.0,9,3,9,3,3,1,True,False,time_budget_exceeded,natural_answer,dec904657442a071bbc0e27e,11fcfcfb8808d2a2409eccbb
qwen3.8-2.4t-a95b-fp8,phantom_seed3,7,whois,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,f6d3f09dd72618daa62de137,96f4cf46b36384775b28c84a
qwen3.8-2.4t-a95b-fp8,phantom_seed3,29,whatis,1.0,1.0,0.0,3,3,3,3,3,3,True,True,natural_answer,natural_answer,f534af28ecf72725ef4b1ee2,d09edc14355e2c240c2dd0eb
qwen3.8-2.4t-a95b-fp8,phantom_seed2,12,whois,1.0,0.0,-1.0,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,76309b56136f40dcd37c5697,6098d5a81fa4d7ae833a23f0
qwen3.8-2.4t-a95b-fp8,phantom_seed2,8,whois,1.0,0.6666666666666666,-0.33333333333333337,18,3,18,3,3,3,True,True,natural_answer,natural_answer,57df088c4759e5be5edf6df3,8a4a8bbab6505462889ce8f9
qwen3.8-2.4t-a95b-fp8,phantom_seed2,2,whois,1.0,0.0,-1.0,11,3,11,3,3,3,True,True,time_budget_exceeded,natural_answer,2d17d44a78b8670ecab6271b,20d9e5f2aac1bfa99639751d
qwen3.8-2.4t-a95b-fp8,phantom_seed3,36,whatis,0.0,0.0,0.0,29,4,12,2,2,1,True,False,aborted,max_steps_reached,33146dc627bd84f1540d5e47,87a4688edc640fc8f3a6b27b
qwen3.8-2.4t-a95b-fp8,phantom_seed2,7,whois,1.0,0.0,-1.0,9,3,9,3,3,3,True,True,time_budget_exceeded,natural_answer,59b2fd78a8e0b5d36db3dac4,ac9a35530703cd172375e540
qwen3.8-2.4t-a95b-fp8,phantom_seed3,15,whois,0.0,0.0,0.0,11,2,6,2,2,2,True,True,time_budget_exceeded,aborted,6a5e74b420de30d7ed3c3369,3f73a144c28a977e51d3b366
qwen3.8-2.4t-a95b-fp8,phantom_seed2,35,whatis,0.0,0.0,0.0,29,2,16,2,2,2,True,True,time_budget_exceeded,aborted,f339bb08217a167f8a826621,d308d756e7461356866ceeec
qwen3.8-2.4t-a95b-fp8,phantom_seed2,3,whois,1.0,0.0,-1.0,12,3,12,3,3,1,True,False,time_budget_exceeded,natural_answer,9684a58601a9428fb9811127,10e88757d547d7e24dbdbe57
qwen3.8-2.4t-a95b-fp8,phantom_seed3,17,whois,0.0,0.0,0.0,29,13,17,3,3,3,True,False,time_budget_exceeded,max_steps_reached,e3413405458142ca34642384,7248f2b7993901b0cd654027
qwen3.8-2.4t-a95b-fp8,phantom_seed3,32,whatis,1.0,0.0,-1.0,9,2,9,2,2,2,True,True,time_budget_exceeded,natural_answer,1761fb6807da40cb299193f2,4453448418b8e5edcae7582c
qwen3.8-2.4t-a95b-fp8,phantom_seed3,31,whatis,0.5,0.5,0.0,7,3,7,3,3,2,True,False,natural_answer,natural_answer,0187a059e632327fd9bfdeeb,6602a7f4cc9d7f139c53d209
qwen3.8-2.4t-a95b-fp8,phantom_seed3,21,whatis,0.5,0.5,0.0,4,3,4,3,3,3,True,True,time_budget_exceeded,natural_answer,6ced569e93f8faeb90177895,bdf7c1a80d07225204117a38
qwen3.8-2.4t-a95b-fp8,phantom_seed2,30,whatis,0.125,0.0,-0.125,7,3,6,3,3,3,True,True,natural_answer,natural_answer,9cca329653f1283eaf133bfd,b86dce41739bb1e66e8511f9
qwen3.8-2.4t-a95b-fp8,phantom_seed2,28,whatis,1.0,0.0,-1.0,19,3,19,3,3,3,True,True,time_budget_exceeded,natural_answer,b353f724a461991f32ca19a5,d43c1500a7ea4064a66bb5de
qwen3.8-2.4t-a95b-fp8,phantom_seed3,8,whois,0.0,0.0,0.0,17,3,17,3,3,3,True,True,time_budget_exceeded,natural_answer,ebfd86d401f3242b1ff25aee,2a90018e900de6ead09dce93
qwen3.8-2.4t-a95b-fp8,phantom_seed3,28,whatis,1.0,0.0,-1.0,14,3,14,3,3,3,True,True,time_budget_exceeded,natural_answer,6328c7f877813eb1a2ecd34e,0b7369c9d5dc0a5df49aed7b
qwen3.8-2.4t-a95b-fp8,phantom_seed2,9,whois,1.0,1.0,0.0,19,3,14,3,3,1,True,False,natural_answer,natural_answer,bba81083e507fef377819d5e,f4dfc058e2fb85a4737ec256
qwen3.8-2.4t-a95b-fp8,phantom_seed3,5,whois,0.6666666666666666,0.0,-0.6666666666666666,9,3,9,3,3,2,True,False,natural_answer,natural_answer,ef83f00113ef43d5e44c1532,ea2231d2d56c83562eab2d09
qwen3.8-2.4t-a95b-fp8,phantom_seed2,24,whatis,1.0,0.6666666666666666,-0.33333333333333337,6,2,6,2,2,2,True,True,time_budget_exceeded,natural_answer,dd6b08faca7c2da097d4c3d0,391bb70e8e0d1a541fca2817
qwen3.8-2.4t-a95b-fp8,phantom_seed2,16,whois,1.0,0.6666666666666666,-0.33333333333333337,9,3,9,3,3,1,True,False,natural_answer,natural_answer,6833ad7ec57b6e71b64582b1,a1d7584a8736597323a4c96b
qwen3.8-2.4t-a95b-fp8,phantom_seed2,13,whois,0.0,0.0,0.0,30,5,15,2,2,5,True,True,time_budget_exceeded,max_steps_reached,db77299a5732f1ffa585cece,b1f90be0714f71da710b05b0
qwen3.8-2.4t-a95b-fp8,phantom_seed3,3,whois,1.0,0.5,-0.5,12,3,12,3,3,1,True,False,natural_answer,natural_answer,81f6f43b2f9bf86a5a89fb02,dc29e64ed5f442207e1763e6
qwen3.8-2.4t-a95b-fp8,phantom_seed2,20,whatis,1.0,0.0,-1.0,5,3,5,3,2,2,True,False,time_budget_exceeded,natural_answer,d7ebb9b943016b0b2ec42c15,0ee97e08dab29cdbc593f1dc
qwen3.8-2.4t-a95b-fp8,phantom_seed3,23,whatis,1.0,0.0,-1.0,27,3,27,3,3,3,True,True,natural_answer,natural_answer,7a81c86d39419128b2e9e750,bf0a3abd957a264321ad33a2
qwen3.8-2.4t-a95b-fp8,phantom_seed3,18,whois,0.0,0.0,0.0,29,4,12,2,2,3,True,False,time_budget_exceeded,max_steps_reached,204a9411c9a7d1efc8e9521f,e0531f992c17f9bdeb24291f
