model,regime,strategy,question_index,agent_id,feedback_attempts,feedback_visible,withheld,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,invalid_payload_attempts,own_verified_correct_queries,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,final_answer_hypotheses,evidence_acc,label_acc,termination_reason,result_path
kimi-k3,cost_moderate,poolact,3,0,9,9,0,9,9,8,8,0,5,9,11,9,9,3,1,17,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,3,1,9,9,0,9,9,7,7,0,5,9,11,8,8,4,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,3,2,10,10,0,10,10,7,7,0,7,10,8,6,6,4,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,3,3,10,10,0,10,10,10,10,0,5,10,10,7,7,2,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,4,0,10,10,0,10,10,7,7,0,5,10,13,10,10,5,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,4,1,10,10,0,10,10,7,7,0,6,7,12,8,8,5,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,4,2,10,10,0,10,10,7,7,0,6,10,11,9,9,3,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,4,3,10,10,0,10,10,7,7,0,5,10,11,9,0,0,0,0,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,5,0,9,9,0,9,9,8,8,0,6,9,8,6,0,0,0,0,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,5,1,10,10,0,10,10,6,6,0,5,10,11,7,7,3,1,17,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,5,2,10,9,1,10,9,8,7,0,4,9,9,7,7,2,1,17,1.0,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,5,3,10,10,0,10,10,6,6,0,5,10,5,4,0,0,0,0,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,6,0,9,9,0,9,9,4,4,0,3,9,14,12,12,7,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,6,1,10,10,0,10,10,7,7,0,7,9,12,7,7,4,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,6,2,10,9,1,10,9,9,8,0,8,8,8,6,6,2,1,17,1.0,1.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,6,3,10,10,0,10,10,7,7,0,6,10,13,10,10,5,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,7,0,9,9,0,9,9,6,6,0,6,9,10,7,7,3,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index7-doc18/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,7,1,9,9,0,9,9,7,7,0,6,9,10,8,8,4,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index7-doc18/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,7,2,9,9,0,9,9,8,8,0,5,9,9,7,7,3,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index7-doc18/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,7,3,9,9,0,9,9,7,7,0,5,9,11,10,10,4,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index7-doc18/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,8,0,10,10,0,10,10,9,9,0,5,10,3,2,2,1,1,17,0.8235294117647058,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,8,1,10,10,0,10,10,7,7,0,6,10,12,11,11,7,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,8,2,9,9,0,9,9,7,7,0,6,9,13,9,9,4,1,17,0.9411764705882353,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,8,3,10,10,0,10,10,6,6,0,6,9,15,10,10,6,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,9,0,10,10,0,10,10,10,10,0,8,10,11,9,9,6,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,9,1,5,5,0,5,5,5,5,0,3,5,7,7,7,4,1,17,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,9,2,10,10,0,10,10,8,8,0,8,10,8,7,0,0,0,0,1.0,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,9,3,6,6,0,6,6,5,5,0,3,6,9,9,9,6,1,17,1.0,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,10,0,10,9,1,10,9,3,3,0,1,9,6,6,6,1,1,17,0.8235294117647058,1.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,10,1,9,9,0,9,9,4,4,0,2,9,5,5,0,0,0,0,0.0,0.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,10,2,9,9,0,9,9,4,4,0,2,9,5,5,5,1,1,17,0.6470588235294118,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,10,3,11,11,0,11,11,7,7,0,4,11,5,4,4,3,1,17,0.8235294117647058,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,11,0,10,10,0,10,10,7,7,0,6,10,10,8,8,5,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index11-doc24/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,11,1,9,9,0,9,9,7,7,0,5,9,10,8,8,5,1,17,0.9411764705882353,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index11-doc24/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,11,2,9,9,0,9,9,4,4,0,3,9,10,10,10,5,1,17,0.8823529411764706,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index11-doc24/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,11,3,10,10,0,10,10,6,6,0,4,10,13,10,10,4,1,17,0.9411764705882353,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index11-doc24/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,12,0,9,9,0,9,9,7,7,0,1,9,6,6,6,2,1,17,1.0,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index12-doc25/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,12,1,9,9,0,9,9,6,6,0,3,9,4,3,3,0,1,17,0.8823529411764706,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index12-doc25/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,12,2,9,9,0,9,9,6,6,0,4,9,6,4,0,0,0,0,0.8235294117647058,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index12-doc25/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_moderate,poolact,12,3,9,9,0,9,9,4,4,0,2,9,5,4,4,2,1,17,0.7058823529411765,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index12-doc25/cost_moderate/poolact/poolact/result.json
kimi-k3,cost_tight,cached,0,0,3,2,1,3,2,2,1,0,1,0,0,0,0,0,1,17,0.35294117647058826,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,0,1,2,2,0,2,2,1,1,0,1,0,0,0,0,0,1,17,0.47058823529411764,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,0,2,2,2,0,2,2,1,1,0,1,0,0,0,0,0,1,17,0.47058823529411764,0.9411764705882353,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,0,3,3,2,1,3,2,2,1,0,1,0,0,0,0,0,1,17,0.4117647058823529,0.9411764705882353,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,1,0,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,1,1,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.5882352941176471,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,1,2,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,1,3,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.6470588235294118,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,2,0,3,2,1,3,2,2,1,0,1,0,0,0,0,0,1,17,0.7058823529411765,0.7058823529411765,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index2-doc4/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,2,1,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.8235294117647058,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index2-doc4/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,2,2,2,2,0,2,2,2,2,0,1,0,0,0,0,0,1,17,0.7058823529411765,0.7058823529411765,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index2-doc4/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,2,3,2,2,0,2,2,2,2,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.7647058823529411,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index2-doc4/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,3,0,3,3,0,3,3,2,2,0,1,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,3,1,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,3,2,3,2,1,3,2,3,2,0,0,0,0,0,0,0,1,17,0.7058823529411765,0.8235294117647058,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,3,3,3,3,0,3,3,2,2,0,1,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index3-doc5/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,4,0,3,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,4,1,3,3,0,3,3,2,2,0,2,0,0,0,0,0,1,17,0.7058823529411765,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,4,2,3,3,0,3,3,3,3,0,0,0,0,0,0,0,1,17,0.7058823529411765,1.0,Natural answer,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/cached/cached/result.json
kimi-k3,cost_tight,cached,4,3,4,3,1,4,3,2,2,0,1,0,0,0,0,0,1,17,0.7058823529411765,1.0,Time budget exceeded,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-kimi-k3-formal/results/restart-20260909-v5-kimi-k3-formal/kimi-k3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/cached/cached/result.json
