model,budget,doc_index,doc_id,order,source_cohort,trace_sha256,trace_bytes,hypothesis_count,label_acc,evidence_acc,joint_acc,label_correct_wrong_evidence_rate,correct_label_wrong_evidence_conditional,tool_calls,visible_tool_calls,distinct_hypotheses,repeat_calls,gold_nonempty_query_calls,gold_empty_query_calls,feedback_correct,feedback_incomplete,feedback_irrelevant,first_fixed_example,last_feedback_not_exact,termination_reason,answer_source,agent_steps,simulated_feedback_cost,budget_limit,budget_fraction,residual_less_than_min_call,residual_at_least_max_call,zero_feedback,visible_distinct_hypotheses,visible_repeat_calls,visible_feedback_correct,visible_feedback_incomplete,visible_feedback_irrelevant,visible_last_feedback_not_exact,hidden_result_count,natural_answer,time_budget_exceeded,max_steps_reached,visible_nonempty_query_calls,nonempty_n,nonempty_label_correct,nonempty_evidence_exact,nonempty_joint_correct,nonempty_label_correct_wrong_evidence,nonempty_missing_any,nonempty_extra_any,nonempty_evidence_precision,nonempty_evidence_recall,nonempty_queried,nonempty_correct_label_wrong_evidence_conditional,empty_n,empty_label_correct,empty_evidence_exact,empty_joint_correct,empty_label_correct_wrong_evidence,empty_missing_any,empty_extra_any,empty_evidence_precision,empty_evidence_recall,empty_queried,empty_correct_label_wrong_evidence_conditional,slot_id,source_sha256,source_origin,historical_source_sha256,agent_id,score_version,answer_change_reason,verification_eff,visible_verification_eff
kimi-k3,cost_free,12,25,0,kimi_original,4574ff1be91a732b206f4d8790caeff175da03bd2ee3525da9fd20b51fc34617,219605,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,30,30,9,21,20,10,9,2,19,1,0,max_steps_reached,forced_model_answer,30,9037.46970275417,,,,,0,9,21,9,2,19,0,0,0,0,1,20,7,1,1,1,0,0,0,1.0,1.0,0.7142857142857143,0.0,10,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.4,0.0,cbfad1473b42b13b0856b3e4,4574ff1be91a732b206f4d8790caeff175da03bd2ee3525da9fd20b51fc34617,existing_trace_rescored,4574ff1be91a732b206f4d8790caeff175da03bd2ee3525da9fd20b51fc34617,-1,new,unchanged,0.6,0.6
kimi-k3,cost_free,12,25,1,kimi_original,070237aa17fcd9bbf232ac7b2c8f087100ef99a253ce31d308161671c6888eab,229405,17,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0,0.0,30,30,9,21,24,6,8,3,19,1,1,max_steps_reached,forced_model_answer,30,8962.381921773776,,,,,0,9,21,8,3,19,1,0,0,0,1,24,7,1,1,1,0,0,0,1.0,1.0,0.8571428571428571,0.0,10,0.7,0.7,0.7,0,0,0.3,0.7,1.0,0.3,0.0,93031ed577fdfa1fe03c6e9c,070237aa17fcd9bbf232ac7b2c8f087100ef99a253ce31d308161671c6888eab,existing_trace_rescored,070237aa17fcd9bbf232ac7b2c8f087100ef99a253ce31d308161671c6888eab,-1,new,unchanged,0.5714285714285714,0.5714285714285714
kimi-k3,cost_free,12,25,2,kimi_original,f9e82b578f807601af70938170b80916e74c8bb1c62e0d06c6a8f4624c461a30,465573,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,22,22,13,9,14,8,4,4,14,1,1,natural_answer,natural_model_answer,23,6597.42070581764,,,,,0,13,9,4,4,14,1,0,1,0,0,14,7,1,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0,1.0,0.7857142857142857,1,0.42857142857142855,10,1,1,1,0,0,0,1.0,1.0,0.6,0.0,738557ee0eaba64b4e6189db,f9e82b578f807601af70938170b80916e74c8bb1c62e0d06c6a8f4624c461a30,existing_trace_rescored,f9e82b578f807601af70938170b80916e74c8bb1c62e0d06c6a8f4624c461a30,-1,new,unchanged,0.2857142857142857,0.2857142857142857
kimi-k3,cost_moderate,0,1,0,kimi_original,027184c0ec7798b518dd0198ce79df4148428ffa32f8eb260109edff998c30a2,189744,17,0.9411764705882353,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,9,9,3,6,6,3,1,1,7,1,1,natural_answer,natural_model_answer,10,2740.0469029229134,3000.0,0.9133489676409712,1,0,0,3,6,1,1,7,1,0,1,0,0,6,13,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.5384615384615384,0.3076923076923077,0.7,0.6282051282051282,0.07692307692307693,0.6666666666666666,4,1,1,1,0,0,0,1.0,1.0,0.5,0.0,3c5e43e189546f28888a0643,027184c0ec7798b518dd0198ce79df4148428ffa32f8eb260109edff998c30a2,existing_trace_rescored,027184c0ec7798b518dd0198ce79df4148428ffa32f8eb260109edff998c30a2,-1,new,unchanged,0.125,0.125
kimi-k3,cost_moderate,0,1,1,kimi_original,ba68e3e0a00e2f1c3894d80115f10b4003d46539c171beb1fbe54eb7976109e9,112132,17,0.8823529411764706,0.47058823529411764,0.47058823529411764,0.4117647058823529,0.4666666666666667,9,9,3,6,7,2,2,1,6,1,1,natural_answer,natural_model_answer,10,2762.3782672546804,3000.0,0.9207927557515602,1,0,0,3,6,2,1,6,1,0,1,0,0,7,13,0.9230769230769231,0.38461538461538464,0.38461538461538464,0.5384615384615384,0.5384615384615384,0.15384615384615385,0.8333333333333334,0.7051282051282052,0.15384615384615385,0.5833333333333334,4,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.25,0.0,a143b8b35def4a12949b3584,ba68e3e0a00e2f1c3894d80115f10b4003d46539c171beb1fbe54eb7976109e9,existing_trace_rescored,ba68e3e0a00e2f1c3894d80115f10b4003d46539c171beb1fbe54eb7976109e9,-1,new,unchanged,0.25,0.25
kimi-k3,cost_moderate,0,1,2,kimi_original,f73f646ad39f54d270b96e6027c6bd613ab7d29ffa2ea2fad002afba906b1444,209737,17,0.9411764705882353,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.5,9,9,3,6,7,2,2,1,6,1,1,natural_answer,natural_model_answer,10,2762.1255864202976,3000.0,0.9207085288067659,1,0,0,3,6,2,1,6,1,0,1,0,0,7,13,1,0.38461538461538464,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.15384615384615385,0.8461538461538461,0.6153846153846154,0.15384615384615385,0.6153846153846154,4,0.75,0.75,0.75,0,0,0.25,0.75,1.0,0.25,0.0,9b4d03256383889f0045ed5a,f73f646ad39f54d270b96e6027c6bd613ab7d29ffa2ea2fad002afba906b1444,existing_trace_rescored,f73f646ad39f54d270b96e6027c6bd613ab7d29ffa2ea2fad002afba906b1444,-1,new,unchanged,0.25,0.25
kimi-k3,cost_moderate,1,2,0,kimi_original,06a16742b4989baa52f746297848b59505f7c7825cd0822dc6634af6c435ff45,171254,17,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.11764705882352941,0.13333333333333333,10,10,4,6,10,0,3,2,5,1,1,natural_answer,natural_model_answer,11,2973.665503077209,3000.0,0.9912218343590696,1,0,0,4,6,3,2,5,1,0,1,0,0,10,14,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.9285714285714286,0.8928571428571429,0.2857142857142857,0.15384615384615385,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,a69750e54195bcc724fac72f,06a16742b4989baa52f746297848b59505f7c7825cd0822dc6634af6c435ff45,existing_trace_rescored,06a16742b4989baa52f746297848b59505f7c7825cd0822dc6634af6c435ff45,-1,new,unchanged,0.23076923076923078,0.23076923076923078
kimi-k3,cost_moderate,1,2,1,kimi_original,405c837eb9ff0b413f2a8554ad011044004442d65877e68d06c16aa21648ce4c,144770,17,0.8823529411764706,0.8235294117647058,0.7647058823529411,0.11764705882352941,0.13333333333333333,10,10,5,5,10,0,4,3,3,1,1,natural_answer,natural_model_answer,11,2988.8705699704587,3000.0,0.996290189990153,1,0,0,5,5,4,3,3,1,0,1,0,0,10,14,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.8928571428571429,0.9285714285714286,0.35714285714285715,0.15384615384615385,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,68e9e46da26d7097f4035702,405c837eb9ff0b413f2a8554ad011044004442d65877e68d06c16aa21648ce4c,existing_trace_rescored,405c837eb9ff0b413f2a8554ad011044004442d65877e68d06c16aa21648ce4c,-1,new,closing_markdown_label_removed,0.23076923076923078,0.23076923076923078
kimi-k3,cost_moderate,1,2,2,kimi_original,79aa3b9fc2ce459d6a6109c094fa31c68429c79f9850a0b1f7bec16a14d09cc8,123458,17,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.058823529411764705,0.06666666666666667,10,9,5,5,10,0,5,2,3,1,0,time_budget_exceeded,forced_model_answer,10,3010.6979188974947,3000.0,1.0035659729658315,1,0,0,4,5,4,2,3,0,1,0,1,0,9,14,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.9285714285714286,0.2857142857142857,0.07692307692307693,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0,0.0,e9e2043fa93c6d7b170b75cc,79aa3b9fc2ce459d6a6109c094fa31c68429c79f9850a0b1f7bec16a14d09cc8,existing_trace_rescored,79aa3b9fc2ce459d6a6109c094fa31c68429c79f9850a0b1f7bec16a14d09cc8,-1,new,unchanged,0.35714285714285715,0.2857142857142857
kimi-k3,cost_moderate,2,4,0,kimi_original,3131a919435f99941052e1addcc409f4e874c0e20e2c01e15b035be0e61ff1a3,112046,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,9,9,7,2,3,6,4,0,5,1,1,natural_answer,natural_model_answer,10,2705.739048263058,3000.0,0.901913016087686,0,0,0,7,2,4,0,5,1,0,1,0,0,3,6,1,1,1,0,0,0,1.0,1.0,0.5,0.0,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0,0.18181818181818182,0.8181818181818182,1.0,0.36363636363636365,0.0,767e33a02660a8e7075ea782,3131a919435f99941052e1addcc409f4e874c0e20e2c01e15b035be0e61ff1a3,existing_trace_rescored,3131a919435f99941052e1addcc409f4e874c0e20e2c01e15b035be0e61ff1a3,-1,new,unchanged,0.26666666666666666,0.26666666666666666
kimi-k3,cost_moderate,2,4,1,kimi_original,472d7db82b320d96808d5d8c982426db41b0a073fe1df1fb63fc033b93a3b0f1,99288,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,10,9,7,3,3,7,6,1,3,1,0,time_budget_exceeded,forced_model_answer,10,3004.743150221184,3000.0,1.0015810500737279,1,0,0,6,3,5,1,3,1,1,0,1,0,3,6,1,1,1,0,0,0,1.0,1.0,0.5,0.0,11,0.8181818181818182,0.8181818181818182,0.8181818181818182,0,0,0.18181818181818182,0.8181818181818182,1.0,0.2727272727272727,0.0,b8b52cead53ea616e3ad92b6,472d7db82b320d96808d5d8c982426db41b0a073fe1df1fb63fc033b93a3b0f1,existing_trace_rescored,472d7db82b320d96808d5d8c982426db41b0a073fe1df1fb63fc033b93a3b0f1,-1,new,unchanged,0.4,0.3333333333333333
kimi-k3,cost_moderate,2,4,2,kimi_original,12e7647a3e7f7569d1aa08d4d9122a1b1813e1d67fa40a34aa7b1fb7849e77f2,85700,17,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.0,9,9,5,4,1,8,5,0,4,1,0,natural_answer,natural_model_answer,10,2709.191795643419,3000.0,0.9030639318811396,0,0,0,5,4,5,0,4,0,0,1,0,0,1,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0.16666666666666666,0,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0.09090909090909091,0.9090909090909091,1.0,0.36363636363636365,0.0,d485e0371e9ea391bde5ce50,12e7647a3e7f7569d1aa08d4d9122a1b1813e1d67fa40a34aa7b1fb7849e77f2,existing_trace_rescored,12e7647a3e7f7569d1aa08d4d9122a1b1813e1d67fa40a34aa7b1fb7849e77f2,-1,new,unchanged,0.3333333333333333,0.3333333333333333
kimi-k3,cost_moderate,3,5,0,kimi_original,eb0e558100261a416183d431ff690bd404f6653722bab0638efe99a127923813,134848,17,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.058823529411764705,0.0625,11,10,7,4,4,7,4,1,6,1,0,time_budget_exceeded,forced_model_answer,11,3244.870419902727,3000.0,1.081623473300909,1,0,0,6,4,3,1,6,1,1,0,1,0,3,5,0.8,0.8,0.6,0.2,0.2,0,1.0,0.9,0.4,0.25,12,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0,1c034f1a8dbdbc5ecaa055ba,eb0e558100261a416183d431ff690bd404f6653722bab0638efe99a127923813,existing_trace_rescored,eb0e558100261a416183d431ff690bd404f6653722bab0638efe99a127923813,-1,new,unchanged,0.2,0.13333333333333333
kimi-k3,cost_moderate,3,5,1,kimi_original,b44e50a9fdc6f555bed003baac2a48c1a6bf0290bedebe21ab6d6cdf1fc07832,178111,17,0.9411764705882353,1.0,0.9411764705882353,0.0,0.0,10,10,5,5,5,5,3,1,6,1,0,natural_answer,natural_model_answer,11,2976.6518908552825,3000.0,0.9922172969517609,1,0,0,5,5,3,1,6,0,0,1,0,0,5,5,0.8,1,0.8,0,0,0,1.0,1.0,0.4,0.0,12,1,1,1,0,0,0,1.0,1.0,0.25,0.0,87406257b59af322dc9f540f,b44e50a9fdc6f555bed003baac2a48c1a6bf0290bedebe21ab6d6cdf1fc07832,existing_trace_rescored,b44e50a9fdc6f555bed003baac2a48c1a6bf0290bedebe21ab6d6cdf1fc07832,-1,new,unchanged,0.1875,0.1875
kimi-k3,cost_moderate,3,5,2,kimi_original,2d90bedd4f3cf3bff86c7363b216eebbd45789a6dc22ed07b64292a2bf87566f,208600,17,0.8823529411764706,0.8823529411764706,0.8235294117647058,0.058823529411764705,0.06666666666666667,9,9,7,2,3,6,4,1,4,1,0,natural_answer,natural_model_answer,10,2703.222189042717,3000.0,0.9010740630142391,0,0,0,7,2,4,1,4,0,0,1,0,0,3,5,0.8,0.8,0.6,0.2,0.2,0.2,0.8,0.8,0.2,0.25,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.5,0.0,5f6214f7c3e396fbe300213b,2d90bedd4f3cf3bff86c7363b216eebbd45789a6dc22ed07b64292a2bf87566f,existing_trace_rescored,2d90bedd4f3cf3bff86c7363b216eebbd45789a6dc22ed07b64292a2bf87566f,-1,new,unchanged,0.2857142857142857,0.2857142857142857
kimi-k3,cost_moderate,4,6,0,kimi_original,1995e45d6edc2477a0961b7976a9047435d45ac56450fb0a2734cc3d6071b203,117764,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,10,10,6,4,6,4,5,1,4,1,1,natural_answer,natural_model_answer,11,2960.3706607967615,3000.0,0.9867902202655872,1,0,0,6,4,5,1,4,1,0,1,0,0,6,11,1,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.8636363636363636,0.8636363636363636,0.36363636363636365,0.2727272727272727,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0,93df98ada6859af620898a1f,1995e45d6edc2477a0961b7976a9047435d45ac56450fb0a2734cc3d6071b203,existing_trace_rescored,1995e45d6edc2477a0961b7976a9047435d45ac56450fb0a2734cc3d6071b203,-1,new,unchanged,0.35714285714285715,0.35714285714285715
kimi-k3,cost_moderate,4,6,1,kimi_original,c77afbd52260cb75f25b13c60e602cb97d88973200c8755221f9d6befec4b745,143063,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,9,9,4,5,6,3,3,0,6,1,1,natural_answer,natural_model_answer,10,2704.186692116782,3000.0,0.9013955640389274,0,0,0,4,5,3,0,6,1,0,1,0,0,6,11,1,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0,1.0,0.8636363636363636,0.18181818181818182,0.2727272727272727,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0,515e55e77ede3fff375c0ee0,c77afbd52260cb75f25b13c60e602cb97d88973200c8755221f9d6befec4b745,existing_trace_rescored,c77afbd52260cb75f25b13c60e602cb97d88973200c8755221f9d6befec4b745,-1,new,unchanged,0.21428571428571427,0.21428571428571427
kimi-k3,cost_moderate,4,6,2,kimi_original,6d781bbabf4c4687ceb7f0eb84613670903dfb85db52d6a65b47f73596bb0c18,131990,17,1.0,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,10,10,8,2,6,4,7,0,3,1,1,natural_answer,natural_model_answer,11,2986.802916517481,3000.0,0.9956009721724938,1,0,0,8,2,7,0,3,1,0,1,0,0,6,11,1,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.8181818181818182,0.7727272727272727,0.5454545454545454,0.2727272727272727,6,1,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.0,86c19f7faee3b13f8bd4be20,6d781bbabf4c4687ceb7f0eb84613670903dfb85db52d6a65b47f73596bb0c18,existing_trace_rescored,6d781bbabf4c4687ceb7f0eb84613670903dfb85db52d6a65b47f73596bb0c18,-1,new,unchanged,0.5,0.5
kimi-k3,cost_moderate,5,8,0,kimi_original,e4f7c3f72d5785e2eb23a37eea49d282b1820e898f2f95ce8d58d78dfd965f46,147412,17,0.7647058823529411,0.8823529411764706,0.7647058823529411,0.0,0.0,9,9,6,3,5,4,4,1,4,1,1,natural_answer,natural_model_answer,10,2718.809493482113,3000.0,0.9062698311607043,0,0,0,6,3,4,1,4,1,0,1,0,0,5,4,0.5,1,0.5,0,0,0,1.0,1.0,0.75,0.0,13,0.8461538461538461,0.8461538461538461,0.8461538461538461,0,0,0.15384615384615385,0.8461538461538461,1.0,0.23076923076923078,0.0,07464f6e705e5d88bdfdad3c,e4f7c3f72d5785e2eb23a37eea49d282b1820e898f2f95ce8d58d78dfd965f46,existing_trace_rescored,e4f7c3f72d5785e2eb23a37eea49d282b1820e898f2f95ce8d58d78dfd965f46,-1,new,unchanged,0.23076923076923078,0.23076923076923078
kimi-k3,cost_moderate,5,8,1,kimi_original,37d83c043cd46b1bbb0e9de5d56f5c9aabc53e5476b491f1c19e3ba50bd13444,161442,17,0.9411764705882353,0.9411764705882353,0.8823529411764706,0.058823529411764705,0.0625,9,9,6,3,7,2,3,1,5,1,1,natural_answer,natural_model_answer,10,2708.424123255536,3000.0,0.9028080410851786,0,0,0,6,3,3,1,5,1,0,1,0,0,7,4,0.75,0.75,0.5,0.25,0.25,0.25,0.875,0.875,1,0.3333333333333333,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0,8a93c1dbbc8d58060c7d57c2,37d83c043cd46b1bbb0e9de5d56f5c9aabc53e5476b491f1c19e3ba50bd13444,existing_trace_rescored,37d83c043cd46b1bbb0e9de5d56f5c9aabc53e5476b491f1c19e3ba50bd13444,-1,new,unchanged,0.13333333333333333,0.13333333333333333
kimi-k3,cost_moderate,5,8,2,kimi_original,28889d23eec55f1e16ee084933354bd2d34a952eb6837598e2edff155bdfa91b,207282,17,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.0,0.0,9,9,4,5,2,7,3,0,6,1,0,natural_answer,natural_model_answer,10,2728.6282333079726,3000.0,0.9095427444359908,1,0,0,4,5,3,0,6,0,0,1,0,0,2,4,0.25,0.5,0.25,0,0.5,0,0.5,0.5,0.5,0.0,13,1,1,1,0,0,0,1.0,1.0,0.15384615384615385,0.0,3ac391fc51e6dfc65112e253,28889d23eec55f1e16ee084933354bd2d34a952eb6837598e2edff155bdfa91b,existing_trace_rescored,28889d23eec55f1e16ee084933354bd2d34a952eb6837598e2edff155bdfa91b,-1,new,unchanged,0.14285714285714285,0.14285714285714285
kimi-k3,cost_moderate,6,11,0,kimi_original,dafde137dac69555ef5fc11a33a327c47a4f73d1d76073771220d47beff96328,136680,17,0.9411764705882353,0.7058823529411765,0.7058823529411765,0.23529411764705882,0.25,10,9,4,6,0,10,3,0,7,1,1,time_budget_exceeded,forced_model_answer,10,3002.195531548932,3000.0,1.000731843849644,1,0,0,4,5,3,0,6,1,1,0,1,0,0,10,1,0.6,0.6,0.4,0.4,0,1.0,0.77,0,0.4,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0.14285714285714285,0.8571428571428571,1.0,0.5714285714285714,0.0,f72107360391e5ddcf0c3449,dafde137dac69555ef5fc11a33a327c47a4f73d1d76073771220d47beff96328,existing_trace_rescored,dafde137dac69555ef5fc11a33a327c47a4f73d1d76073771220d47beff96328,-1,new,unchanged,0.25,0.25
kimi-k3,cost_moderate,6,11,1,kimi_original,fc80c3970939afbbf74d3236b8dd9d76fd588439e68187a3b74695a3e5a47ce4,281858,17,1.0,1.0,1.0,0.0,0.0,9,9,4,5,2,7,3,1,5,1,0,natural_answer,natural_model_answer,10,2727.7097555901855,3000.0,0.9092365851967285,1,0,0,4,5,3,1,5,0,0,1,0,0,2,10,1,1,1,0,0,0,1.0,1.0,0.1,0.0,7,1,1,1,0,0,0,1.0,1.0,0.42857142857142855,0.0,4930eb88659bc1634737de9a,fc80c3970939afbbf74d3236b8dd9d76fd588439e68187a3b74695a3e5a47ce4,existing_trace_rescored,fc80c3970939afbbf74d3236b8dd9d76fd588439e68187a3b74695a3e5a47ce4,-1,new,unchanged,0.17647058823529413,0.17647058823529413
kimi-k3,cost_moderate,6,11,2,kimi_original,a7a4c0c8efad7f4803dcdd1b17cfe74b15de1ecb8d03d8709c6f5cf37de41ab9,152121,17,0.9411764705882353,0.7058823529411765,0.7058823529411765,0.23529411764705882,0.25,9,9,3,6,0,9,2,0,7,1,1,natural_answer,natural_model_answer,10,2766.9058034662157,3000.0,0.9223019344887385,1,0,0,3,6,2,0,7,1,0,1,0,0,0,10,1,0.6,0.6,0.4,0.4,0,1.0,0.81,0,0.4,7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,0,0.14285714285714285,0.8571428571428571,1.0,0.42857142857142855,0.0,40777527edbd530335c3dd2f,a7a4c0c8efad7f4803dcdd1b17cfe74b15de1ecb8d03d8709c6f5cf37de41ab9,existing_trace_rescored,a7a4c0c8efad7f4803dcdd1b17cfe74b15de1ecb8d03d8709c6f5cf37de41ab9,-1,new,unchanged,0.16666666666666666,0.16666666666666666
kimi-k3,cost_moderate,7,18,0,kimi_original,8cc5e5a145bf5e265ad623ef8f6fb7c7aa16c68ea6c22539a1ae9b57687c8411,136451,17,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0,0.0,10,9,4,6,6,4,3,2,5,1,1,time_budget_exceeded,forced_model_answer,10,3003.240463035181,3000.0,1.0010801543450605,1,0,0,4,5,3,2,4,1,1,0,1,0,6,5,1,1,1,0,0,0,1.0,1.0,0.4,0.0,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0.3333333333333333,0.6666666666666666,1.0,0.16666666666666666,0.0,adc1a262edbf64033e8dd1a7,8cc5e5a145bf5e265ad623ef8f6fb7c7aa16c68ea6c22539a1ae9b57687c8411,existing_trace_rescored,8cc5e5a145bf5e265ad623ef8f6fb7c7aa16c68ea6c22539a1ae9b57687c8411,-1,new,unchanged,0.23076923076923078,0.23076923076923078
kimi-k3,cost_moderate,7,18,1,kimi_original,670e584576e989cf5811acc6b7ede2c91c791fec693133e46f10dcaf46f79afe,236432,17,0.9411764705882353,0.8235294117647058,0.8235294117647058,0.11764705882352941,0.125,9,9,6,3,3,6,2,1,6,1,1,natural_answer,natural_model_answer,10,2766.6297956742346,3000.0,0.9222099318914115,1,0,0,6,3,2,1,6,1,0,1,0,0,3,5,1,0.6,0.6,0.4,0.2,0.2,0.9,0.9,0.2,0.4,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0,0,0.08333333333333333,0.9166666666666666,1.0,0.4166666666666667,0.0,a845a74a9e65d36d713bd122,670e584576e989cf5811acc6b7ede2c91c791fec693133e46f10dcaf46f79afe,existing_trace_rescored,670e584576e989cf5811acc6b7ede2c91c791fec693133e46f10dcaf46f79afe,-1,new,unchanged,0.14285714285714285,0.14285714285714285
kimi-k3,cost_moderate,7,18,2,kimi_original,9e93cbf95bf095e5f60c20f533b1c9a9d309306e2ffe29b0b94c2babdc810154,169393,17,1.0,0.8823529411764706,0.8823529411764706,0.11764705882352941,0.11764705882352941,9,9,6,3,3,6,1,1,7,1,1,natural_answer,natural_model_answer,10,2750.769566614181,3000.0,0.9169231888713936,1,0,0,6,3,1,1,7,1,0,1,0,0,3,5,1,0.6,0.6,0.4,0.2,0.2,0.9,0.9,0.2,0.4,12,1,1,1,0,0,0,1.0,1.0,0.4166666666666667,0.0,b8291c0ee09c8443cd95cdd2,9e93cbf95bf095e5f60c20f533b1c9a9d309306e2ffe29b0b94c2babdc810154,existing_trace_rescored,9e93cbf95bf095e5f60c20f533b1c9a9d309306e2ffe29b0b94c2babdc810154,-1,new,unchanged,0.06666666666666667,0.06666666666666667
kimi-k3,cost_moderate,8,21,0,kimi_original,9d13b6aaf8c9dcf906cb277a0b3364cde093520284522d2927e096e37cdd88b1,194944,17,0.9411764705882353,0.29411764705882354,0.29411764705882354,0.6470588235294118,0.6875,10,9,4,6,5,5,2,1,7,1,1,time_budget_exceeded,forced_model_answer,10,3018.4272491093725,3000.0,1.0061424163697907,1,0,0,4,5,2,0,7,1,1,0,1,0,4,12,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,0,1.0,0.5333333333333333,0.08333333333333333,0.9166666666666666,5,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.6,0.0,a0a58a12d86c55cf1bfdb6b6,9d13b6aaf8c9dcf906cb277a0b3364cde093520284522d2927e096e37cdd88b1,existing_trace_rescored,9d13b6aaf8c9dcf906cb277a0b3364cde093520284522d2927e096e37cdd88b1,-1,new,unchanged,0.4,0.4
kimi-k3,cost_moderate,8,21,1,kimi_original,db7c53a9dd6cbc4ee9bed61c2b9a9abc011b0a4762f581c72c74704cb59ea5c7,419891,17,0.9411764705882353,0.6470588235294118,0.6470588235294118,0.29411764705882354,0.3125,9,9,6,3,3,6,3,0,6,1,0,natural_answer,natural_model_answer,10,2681.5867504570633,3000.0,0.8938622501523544,0,0,0,6,3,3,0,6,0,0,1,0,0,3,12,1,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.08333333333333333,0.9375,0.8,0.25,0.4166666666666667,5,0.8,0.8,0.8,0,0,0.2,0.8,1.0,0.6,0.0,bb1f8de53635837b7ed30fa7,db7c53a9dd6cbc4ee9bed61c2b9a9abc011b0a4762f581c72c74704cb59ea5c7,existing_trace_rescored,db7c53a9dd6cbc4ee9bed61c2b9a9abc011b0a4762f581c72c74704cb59ea5c7,-1,new,unchanged,0.2727272727272727,0.2727272727272727
kimi-k3,cost_moderate,8,21,2,kimi_original,cc2299cd726dd08de49994dd14dff1995b79638d3bb7d3254bcdcc7c1574cda0,88744,17,1.0,0.9411764705882353,0.9411764705882353,0.058823529411764705,0.058823529411764705,9,9,5,4,4,5,5,2,2,1,0,natural_answer,natural_model_answer,10,2726.519947098568,3000.0,0.9088399823661893,1,0,0,5,4,5,2,2,0,0,1,0,0,4,12,1,0.9166666666666666,0.9166666666666666,0.08333333333333333,0.08333333333333333,0,1.0,0.9444444444444444,0.16666666666666666,0.08333333333333333,5,1,1,1,0,0,0,1.0,1.0,0.6,0.0,62e5a7844aaec85d14fbf6da,cc2299cd726dd08de49994dd14dff1995b79638d3bb7d3254bcdcc7c1574cda0,existing_trace_rescored,cc2299cd726dd08de49994dd14dff1995b79638d3bb7d3254bcdcc7c1574cda0,-1,new,unchanged,0.3125,0.3125
