kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
budget,gpt-5.6-sol,poolact,tuning,all,all,gap_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,99.01342731879956,98.30047271684514,-0.7129546019544222,-0.71,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,99,2564
budget,gpt-5.6-sol,poolact,tuning,all,all,gap_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,99.19172453569449,98.08256105844583,-1.1091634772486572,-1.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,111,2572
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.10591772776527,98.21139961323344,0.10548188546816561,+0.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,106,100
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.10591772776527,97.96701760786793,-0.1389001198973432,-0.14,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,106,112
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,98.21139961323344,97.96701760786793,-0.2443820053655088,-0.24,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,100,112
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_tight,cost_tight,naive,cached,96.64101526358955,96.04946232773469,-0.5915529358548639,-0.59,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2569,2565
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_tight,cost_tight,naive,poolact,96.64101526358955,97.27071155025706,0.6296962866675102,+0.63,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2569,2573
strategy,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_tight,cost_tight,cached,poolact,96.04946232773469,97.27071155025706,1.2212492225223741,+1.22,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2565,2573
budget,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,98.10591772776527,96.64101526358955,-1.4649024641757222,-1.46,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,106,2569
budget,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,98.21139961323344,96.04946232773469,-2.1619372854987517,-2.16,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,100,2565
budget,gpt-5.6-sol,poolact,tuning,all,all,gap_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,97.96701760786793,97.27071155025706,-0.6963060576108688,-0.70,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,112,2573
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9420999509316903,0.9431200976724977,0.001020146740807415,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,107,101
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9420999509316903,0.9436542943671897,0.0015543434354994279,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,107,113
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9431200976724977,0.9436542943671897,0.0005341966946920129,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,101,113
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,cached,0.9401412650390908,0.9404788458788836,0.00033758083979285036,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2570,2566
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,poolact,0.9401412650390908,0.9396293339905916,-0.0005119310484992257,-0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2570,2574
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_tight,cost_tight,cached,poolact,0.9404788458788836,0.9396293339905916,-0.000849511888292076,-0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2566,2574
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_tight,naive,naive,0.9420999509316903,0.9401412650390908,-0.00195868589259951,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,107,2570
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_tight,cached,cached,0.9431200976724977,0.9404788458788836,-0.0026412517936140745,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,101,2566
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_bon,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9436542943671897,0.9396293339905916,-0.004024960376598163,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,113,2574
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9392175608211093,0.939643246156198,0.000425685335088688,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,108,102
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9392175608211093,0.9387455141102826,-0.00047204671082667904,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,108,114
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.939643246156198,0.9387455141102826,-0.000897732045915367,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,102,114
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.9315367567318458,0.9324048111836115,0.0008680544517657429,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2571,2567
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.9315367567318458,0.9352074447605345,0.003670688028688751,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2571,2575
strategy,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.9324048111836115,0.9352074447605345,0.002802633576923008,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2567,2575
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9392175608211093,0.9315367567318458,-0.0076808040892635265,-0.01,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,108,2571
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.939643246156198,0.9324048111836115,-0.007238434972586472,-0.01,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,102,2567
budget,gpt-5.6-sol,poolact,tuning,all,all,raw_perf_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9387455141102826,0.9352074447605345,-0.0035380693497480964,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,114,2575
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.74364517782656,99.01342731879956,0.2697821409729926,+0.27,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,103,97
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.74364517782656,99.19172453569449,0.4480793578679254,+0.45,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,103,109
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,99.01342731879956,99.19172453569449,0.17829721689493283,+0.18,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,97,109
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_tight,cost_tight,naive,cached,98.19659228080707,98.30047271684514,0.10388043603806807,+0.10,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,117,115
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_tight,cost_tight,naive,poolact,98.19659228080707,98.08256105844583,-0.11403122236123409,-0.11,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,117,119
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_tight,cost_tight,cached,poolact,98.30047271684514,98.08256105844583,-0.21791165839930215,-0.22,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,115,119
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,98.74364517782656,98.19659228080707,-0.5470528970194977,-0.55,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,103,117
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,99.01342731879956,98.30047271684514,-0.7129546019544222,-0.71,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,97,115
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,99.19172453569449,98.08256105844583,-1.1091634772486572,-1.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,109,119
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.10591772776527,98.21139961323344,0.10548188546816561,+0.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,104,98
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.10591772776527,97.96701760786793,-0.1389001198973432,-0.14,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,104,110
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,98.21139961323344,97.96701760786793,-0.2443820053655088,-0.24,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,98,110
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_tight,cost_tight,naive,cached,96.64101526358955,96.04946232773469,-0.5915529358548639,-0.59,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,118,116
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_tight,cost_tight,naive,poolact,96.64101526358955,97.27071155025706,0.6296962866675102,+0.63,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,118,120
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_tight,cost_tight,cached,poolact,96.04946232773469,97.27071155025706,1.2212492225223741,+1.22,known,9,9,0,9,9,0,gpt_original,gpt_original,old_gap0,old_gap0,116,120
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,98.10591772776527,96.64101526358955,-1.4649024641757222,-1.46,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,104,118
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,98.21139961323344,96.04946232773469,-2.1619372854987517,-2.16,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,98,116
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap0_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,97.96701760786793,97.27071155025706,-0.6963060576108688,-0.70,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_gap0,110,120
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.74364517782656,99.01342731879956,0.2697821409729926,+0.27,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,105,99
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.74364517782656,99.19172453569449,0.4480793578679254,+0.45,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,105,111
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,99.01342731879956,99.19172453569449,0.17829721689493283,+0.18,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,99,111
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_tight,cost_tight,naive,cached,98.19659228080707,98.30047271684514,0.10388043603806807,+0.10,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2592,2588
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_tight,cost_tight,naive,poolact,98.19659228080707,98.08256105844583,-0.11403122236123409,-0.11,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2592,2596
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_tight,cost_tight,cached,poolact,98.30047271684514,98.08256105844583,-0.21791165839930215,-0.22,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2588,2596
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,98.74364517782656,98.19659228080707,-0.5470528970194977,-0.55,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,105,2592
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,99.01342731879956,98.30047271684514,-0.7129546019544222,-0.71,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,99,2588
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,99.19172453569449,98.08256105844583,-1.1091634772486572,-1.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,111,2596
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.10591772776527,98.21139961323344,0.10548188546816561,+0.11,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,106,100
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.10591772776527,97.96701760786793,-0.1389001198973432,-0.14,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,106,112
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,98.21139961323344,97.96701760786793,-0.2443820053655088,-0.24,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,100,112
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_tight,cost_tight,naive,cached,96.64101526358955,96.04946232773469,-0.5915529358548639,-0.59,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2593,2589
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_tight,cost_tight,naive,poolact,96.64101526358955,97.27071155025706,0.6296962866675102,+0.63,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2593,2597
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_tight,cost_tight,cached,poolact,96.04946232773469,97.27071155025706,1.2212492225223741,+1.22,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2589,2597
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,98.10591772776527,96.64101526358955,-1.4649024641757222,-1.46,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,106,2593
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,98.21139961323344,96.04946232773469,-2.1619372854987517,-2.16,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,100,2589
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,gap_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,97.96701760786793,97.27071155025706,-0.6963060576108688,-0.70,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,112,2597
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9420999509316903,0.9431200976724977,0.001020146740807415,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,107,101
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9420999509316903,0.9436542943671897,0.0015543434354994279,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,107,113
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9431200976724977,0.9436542943671897,0.0005341966946920129,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,101,113
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,cached,0.9401412650390908,0.9404788458788836,0.00033758083979285036,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2594,2590
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,poolact,0.9401412650390908,0.9396293339905916,-0.0005119310484992257,-0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2594,2598
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_tight,cost_tight,cached,poolact,0.9404788458788836,0.9396293339905916,-0.000849511888292076,-0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2590,2598
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_tight,naive,naive,0.9420999509316903,0.9401412650390908,-0.00195868589259951,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,107,2594
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_tight,cached,cached,0.9431200976724977,0.9404788458788836,-0.0026412517936140745,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,101,2590
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_bon,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9436542943671897,0.9396293339905916,-0.004024960376598163,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,113,2598
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9392175608211093,0.939643246156198,0.000425685335088688,+0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,108,102
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9392175608211093,0.9387455141102826,-0.00047204671082667904,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,108,114
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.939643246156198,0.9387455141102826,-0.000897732045915367,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_aggregate,rerun_aggregate,102,114
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.9315367567318458,0.9324048111836115,0.0008680544517657429,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2595,2591
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.9315367567318458,0.9352074447605345,0.003670688028688751,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2595,2599
strategy,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.9324048111836115,0.9352074447605345,0.002802633576923008,+0.00,known,9,9,0,9,9,0,gpt_original,gpt_original,old_absolute,old_absolute,2591,2599
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9392175608211093,0.9315367567318458,-0.0076808040892635265,-0.01,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,108,2595
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.939643246156198,0.9324048111836115,-0.007238434972586472,-0.01,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,102,2591
budget,gpt-5.6-sol,poolact,tuning,family,nasbench101,raw_perf_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9387455141102826,0.9352074447605345,-0.0035380693497480964,-0.00,known,9,9,0,9,9,0,gpt_rerun_20260912,gpt_original,rerun_aggregate,old_absolute,114,2599
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,99.31180121490789,99.42254524098367,0.11074402607577838,+0.11,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,883,865
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,99.31180121490789,99.26750473424967,-0.04429648065821823,-0.04,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,883,901
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,99.42254524098367,99.26750473424967,-0.1550405067339966,-0.16,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,865,901
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,99.31180121490789,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,883,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,99.42254524098367,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,865,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,99.26750473424967,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,901,
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.74383960123899,98.67778888826773,-0.0660507129712613,-0.07,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,886,868
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.74383960123899,98.64614773796036,-0.09769186327862656,-0.10,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,886,904
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,98.67778888826773,98.64614773796036,-0.03164115030736525,-0.03,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,868,904
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,98.74383960123899,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,886,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,98.67778888826773,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,868,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap0_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,98.64614773796036,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,904,
