model,budget,doc_index,doc_id,order,source_cohort,hypothesis,position,gold_label,gold_nonempty,gold_size,submitted_size,valid_hypothesis_submission,label_correct,evidence_exact,joint_correct,label_correct_wrong_evidence,missing_count,extra_count,overlap_count,missing_any,extra_any,evidence_precision,evidence_recall,feedback_calls,visible_feedback_calls,queried,ever_exact_proposal,submitted_exactly_verified,first_proposal_exact,wrong_first_final_exact,exact_seen_final_wrong,revised_after_wrong,final_changed_from_first,gold_evidence_ids,submitted_evidence_ids,first_visible_evidence_ids,first_visible_feedback_status,slot_id,source_sha256,agent_id,score_version,answer_change_reason
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,1,qwen_original,nda-8,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[71],[71],,,6be29e49effedf6340cc5353,9cf7a6193d4de9cc109d987aa5a821eb05abbfc2ab93d696df5a52496a652d54,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-19,0,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[76],[76],[76],Evidence Correct,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-8,1,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[71],[71],[71],Evidence Correct,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-11,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[],[],"[3, 7]",Contain Irrelevant Evidences,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-12,3,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[63, 67]","[63, 67]",[67],Evidence Incomplete,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-1,4,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,3,3,1,0,0,0,1,0,1,1,[25],[25],"[25, 34]",Contain Irrelevant Evidences,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-16,5,Entailment,1,3,4,1,1,0,0,1,0,1,3,0,1,0.75,1.0,0,0,0,0,0,,0,0,0,0,"[84, 85, 86]","[84, 85, 86, 88]",,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-2,7,Contradiction,1,2,2,1,1,0,0,1,2,2,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,"[25, 32]","[28, 29]",,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-15,8,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-20,9,Entailment,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[60],"[60, 87]",,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-18,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-7,11,Entailment,1,2,2,1,1,0,0,1,1,1,1,1,1,0.5,0.5,0,0,0,0,0,,0,0,0,0,"[37, 38]","[38, 40]",,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-13,12,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[63, 66]","[63, 66]","[63, 66]",Evidence Correct,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-5,13,Entailment,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[37, 38, 55]",[38],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-17,14,Entailment,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,[60],[59],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-4,15,Entailment,1,4,2,1,1,0,0,1,2,0,2,1,0,1.0,0.5,0,0,0,0,0,,0,0,0,0,"[44, 49, 50, 53]","[44, 53]",,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,0,1,2,qwen_original,nda-3,16,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[25],,,349eb687cd76948d8dd6daae,2685a39de45383bceef05258b363386ff299fd02dc592c08526264c1f915fe29,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-10,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[],[],[],Evidence Correct,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-4,1,NotMentioned,0,0,2,1,0,0,0,0,0,2,0,0,1,0.0,1.0,2,2,1,0,0,0,0,0,1,1,[],"[9, 20]",[20],Contain Irrelevant Evidences,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-8,2,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[48],[48],[48],Evidence Correct,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-12,3,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,5,4,1,0,0,0,1,0,1,1,"[33, 37, 64]","[33, 37, 64]",[64],Evidence Incomplete,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-19,4,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[27, 86]","[27, 86]",,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-3,5,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[15],[15],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-16,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-1,7,Contradiction,1,3,1,1,1,0,0,1,2,0,1,1,0,1.0,0.3333333333333333,0,0,0,0,0,,0,0,0,0,"[15, 16, 17]",[17],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-15,8,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[57],[57],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-7,9,Contradiction,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[23],[23],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-20,10,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-11,11,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[24],[24],"[3, 7]",Contain Irrelevant Evidences,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-17,12,Entailment,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,[45],[44],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-13,13,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[33, 36, 64]","[33, 36, 64]",,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-2,14,Contradiction,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[18],[18],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-5,15,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[22],[22],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,0,qwen_original,nda-18,16,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,63f1be2a3fe1f9b7c6cfc7c5,313bb283bdf243c2064ee15db33ca1f26e2d67b2763a8f360274e146f25ee2f7,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-13,0,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,"[33, 36, 64]","[33, 36, 64]",[64],Evidence Incomplete,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-10,1,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-12,2,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,4,4,1,1,1,0,1,0,1,1,"[33, 37, 64]","[33, 37, 64]","[33, 37, 64, 65]",Contain Irrelevant Evidences,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-16,3,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-3,4,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[15],[15],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-17,5,Entailment,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,[45],[44],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-15,6,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[57],[57],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-2,7,Contradiction,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[18],"[15, 18]",,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-19,8,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[27, 86]","[27, 86]",,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-18,9,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-20,10,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-4,11,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[20],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-1,12,Contradiction,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,1,1,1,0,0,0,1,0,0,1,"[15, 16, 17]","[15, 16, 17]",[17],Evidence Incomplete,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-7,13,Contradiction,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[23],[23],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-5,14,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[22],[22],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-11,15,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[24],[24],"[3, 7]",Contain Irrelevant Evidences,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,1,qwen_original,nda-8,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[48],[48],,,c89e307c8fd2c2093786458d,dbd3a597e6b2ceb16157ecb47300f610d5223177f5ec8a5c9036e2e1e9b3f4e8,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-19,0,Entailment,1,2,2,1,1,1,1,0,0,0,2,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,"[27, 86]","[27, 86]","[27, 86]",Evidence Correct,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-8,1,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[48],[48],[48],Evidence Correct,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-11,2,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,2,2,1,1,1,0,1,0,1,1,[24],[24],"[3, 7]",Contain Irrelevant Evidences,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-12,3,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,5,5,1,1,1,0,1,0,1,1,"[33, 37, 64]","[33, 37, 64]",[64],Evidence Incomplete,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-1,4,Contradiction,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[15, 16, 17]","[15, 16, 17]",,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-16,5,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-10,6,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-2,7,Contradiction,1,1,2,1,1,0,0,1,0,1,1,0,1,0.5,1.0,0,0,0,0,0,,0,0,0,0,[18],"[15, 18]",,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-15,8,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[57],[57],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-20,9,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[45],[45],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-18,10,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-7,11,Contradiction,1,1,1,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[23],[23],[23],Evidence Correct,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-13,12,Entailment,1,3,3,1,1,1,1,0,0,0,3,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,"[33, 36, 64]","[33, 36, 64]",,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-5,13,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[22],[22],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-17,14,Entailment,1,1,1,1,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,0,0,,0,0,0,0,[45],[44],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-4,15,NotMentioned,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0,1.0,0,0,0,0,0,,0,0,0,0,[],[20],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,1,2,2,qwen_original,nda-3,16,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[15],[15],,,4572ffd2e803bafadff08198,3bbf7710aadac0353b72d9f501db46334603c97ea5dc09caadbdaa2865feda91,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,2,4,0,qwen_original,nda-10,0,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,deda1133a3a9275150550238,38002a6917d8ad027894a2bfbb5445b9eef813d90b38b2a4cf4b49831a947c8b,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,2,4,0,qwen_original,nda-4,1,Entailment,1,1,1,1,1,1,1,0,0,0,1,0,0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,[5],[5],[5],Evidence Correct,deda1133a3a9275150550238,38002a6917d8ad027894a2bfbb5445b9eef813d90b38b2a4cf4b49831a947c8b,-1,new,unchanged
qwen3.8-2.4t-a95b-fp8,cost_moderate,2,4,0,qwen_original,nda-8,2,NotMentioned,0,0,0,1,1,1,1,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,,0,0,0,0,[],[],,,deda1133a3a9275150550238,38002a6917d8ad027894a2bfbb5445b9eef813d90b38b2a4cf4b49831a947c8b,-1,new,unchanged
