model,beta,job_id,data_source,question_index,repeat,score_status,missing_final,protocol_failure_events,evaluations,simulated_feedback_seconds,agent_wall_seconds,http_request_attempts
glm,20,job_ff157c3a1099bf38d9f26fde99c159ad65cb4aeeb255f12bb370fd89a54fd27a,phantom_seed2,4,R1,scored_final_answer,False,1,8,2450.99493233487,44.09466075897217,10
glm,20,job_0257b25799e3d2ca6a9d4f4268698032c6cdc37f01849a1a6e0e85b2b1106184,phantom_seed2,5,R1,scored_final_answer,False,1,19,5673.119434900582,195.62705540657043,21
glm,20,job_5b849662f9ccb5fe2a095692cb8f00d4878b6544ba805f9b0d04bc4889be92b0,phantom_seed2,6,R1,scored_final_answer,False,0,7,2092.304650330916,48.27748513221741,8
glm,20,job_14415a0d484c023f3c0d3cd24ee8e7172d5fafab90abca947089ffef42258eb7,phantom_seed2,7,R1,scored_final_answer,False,1,15,4481.319892480969,131.4453890323639,17
glm,20,job_f392abffaa7527f6164117dec231f75594d8c2f3e04cfd483f3ef95dcec3edb8,phantom_seed2,8,R1,scored_final_answer,False,1,18,5406.525009870529,850.8693037033081,20
glm,20,job_4b83b9dd8ca51e89d970662f9e94c71e56d7dfff630c854b4db0e6e8360c0915,phantom_seed2,9,R1,scored_final_answer,False,0,13,3879.789521181956,79.77249574661255,14
glm,20,job_d9ad5307d869c3ef374895edc179ff5fa75c5586502dff10d5ad537a54b29e40,phantom_seed2,10,R1,scored_final_answer,False,0,27,5336.744185313582,567.1572887897491,28
glm,20,job_190eecb1a02033233bf0fd384d9d83573c424599d31eccb4579b1a6a1abb6216,phantom_seed2,11,R1,scored_final_answer,False,0,28,5970.116890985519,975.4590227603912,29
glm,20,job_f4a6b061aaac3114ac2ff1768fd951d2948dcc247059f1cb25ce54c50a585329,phantom_seed2,12,R1,scored_final_answer,False,0,4,1192.76493024081,9.43981385231018,5
glm,20,job_11932e7a8579dbae3d8ffea059bb4c4d51b087e7fc54cc4530301e45d6fef166,phantom_seed2,13,R1,scored_empty_prediction,True,1,30,4837.941064406186,1275.6457874774933,31
glm,20,job_8577c101c924f0d42e3d694812a76a73ab18fc398f0c9f4702fb19e6c643a786,phantom_seed2,14,R1,scored_final_answer,False,1,5,1482.4396085273474,44.78445100784302,7
glm,20,job_8660a6cc74c9469a4a2ed44b0ac1db92a6905c8ecf5e189a5f1fc546475720c3,phantom_seed2,15,R1,scored_final_answer,False,1,16,4132.062072753906,553.9727206230164,18
glm,20,job_02716e169917177cf2fc454eb8ca893eea44498531c8726ccfbe833ab4ab699c,phantom_seed2,16,R1,scored_final_answer,False,0,9,2749.675324037671,41.44866156578064,10
glm,20,job_9918352d710be15dbac7b55a323c1e134fca265c6313ae98e69456e0a778f84d,phantom_seed2,17,R1,scored_final_answer,False,1,21,6002.813368635252,2857.857906103134,23
glm,20,job_55bb1208915814939fd98eb0ae57b151308b53654d8c7994173b7ad6e1a024dc,phantom_seed2,18,R1,scored_final_answer,False,0,30,4259.572196118534,906.2693226337433,31
glm,20,job_1aeab69eed2fa4cbf9ec20f13a9c3e4e05f64277d1388170c022901d7383eadd,phantom_seed2,19,R1,scored_final_answer,False,1,20,5088.971398416907,636.3896679878235,22
glm,20,job_eec6bf4c84a8a4adcabcb782f1cf0cb06873e02c3c732f0dc193275cf959c58c,phantom_seed3,0,R1,scored_final_answer,False,2,6,1812.833813559264,729.1103930473328,9
glm,20,job_faa513329c455a965eb41eba2a6123b4193684349e61d495a0c56a35a911d4da,phantom_seed3,1,R1,scored_final_answer,False,0,6,1829.3072879035026,88.18072891235352,7
glm,20,job_d73762d0505bbd9b1963aabca63738ab321451bd6e1bc3687dfffc5c7b2e6190,phantom_seed3,2,R1,scored_final_answer,False,1,5,1494.0669453516603,31.418777465820312,7
glm,20,job_c75f273cb7f69ab295b899cd2bf4f216c844a302093d1b2f290fb0d5bed170ca,phantom_seed3,3,R1,scored_final_answer,False,0,13,3857.6679755188525,133.6440827846527,14
glm,20,job_b29515c1d565c7cc19d110f943474d4a3e77da8a6ad94ca0e67b218991a5ce66,phantom_seed3,4,R1,scored_final_answer,False,0,8,2440.8849644102156,46.37353157997131,9
glm,20,job_1f9f97c6ba17480e91507cc5fdde668b5a7ff94f62e268aa66c6b76de3eb0af3,phantom_seed3,5,R1,scored_final_answer,False,1,9,2635.0921808369458,70.06819677352905,11
glm,20,job_edaf3fdcc4bc5a81357be9a1efd4bfa4f81ad2a6bfd5bbe858fa9f80c281c0af,phantom_seed3,6,R1,scored_final_answer,False,0,17,5030.797568485141,913.1609842777252,18
glm,20,job_1d6f19451feec763aa8c8bae323b7b86e7fe2ab23a99e50b668fbc261cad1d5b,phantom_seed3,7,R1,scored_final_answer,False,1,14,4168.701103068888,62.3426411151886,16
glm,20,job_1d8f9048b982e7dbbaec8ad623642402440ab1c166418ba4be5d4b930ac48e31,phantom_seed3,8,R1,scored_final_answer,False,1,18,5332.413047039881,771.6449902057648,20
glm,20,job_28783f024c1fb652238cb8c5c9068e1d7cd1d526573e975b38fde677f40e4088,phantom_seed3,9,R1,scored_final_answer,False,0,20,5996.855055596679,445.4343400001526,21
glm,20,job_734c6b1368dc268f7a72163458b9689f5c25abf4ce22742f6d16faa8753d56a0,phantom_seed3,10,R1,scored_final_answer,False,1,3,908.8126324303448,14.700884819030762,5
glm,20,job_ef61843c396b93bdf9f9dbc5768da347c78f3b19e8d76c795bb8841b3744bda0,phantom_seed3,11,R1,scored_final_answer,False,0,4,1179.6856113430113,21.86714196205139,5
glm,20,job_241c0fcad440a3a5d20dfa90f72353b1c1e7ea9b7ae23b420b7d477c2740bee3,phantom_seed3,12,R1,scored_final_answer,False,0,29,5724.259447213262,2731.196725845337,30
glm,20,job_c53ad72aac537c1601bf49dcd8944ced729375dae00515d7b4cb8b9f005f51b2,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,10.171166896820068,4
glm,20,job_f59a8512a080abb570d98a20ad455629379a2cd15466042e023f0e3ae94d7de4,phantom_seed3,14,R1,scored_final_answer,False,0,8,2435.6970451492816,33.90924549102783,9
glm,20,job_070a1799dffab5f63c16c4aa4504c2b45f78dc161b51fcc1fcaae9c2d2c0ffc3,phantom_seed3,15,R1,scored_final_answer,False,0,27,5323.15360467881,1895.4581501483917,28
glm,20,job_2d286cd350ca386a0b8ccdc4b718e6bda81e4f76f14adbffb0697c2722d3416e,phantom_seed3,16,R1,scored_final_answer,False,0,25,4763.456464838237,834.3600878715515,26
glm,20,job_51e8a2a417eab829e6d6c5e8d51025aed5b147702dbe6a207d533e7926962a3a,phantom_seed3,17,R1,scored_final_answer,False,0,30,4150.455224728212,529.2470526695251,31
glm,20,job_92cb1ef799b35973293865ac1a08ac13f9dae66c12f5bf4d6a28fd5f72e1c348,phantom_seed3,18,R1,scored_final_answer,False,0,25,6059.184988541529,1515.1518578529358,26
qwen,1,job_448f01c1ae7d5162851aa7452f6c8750bc02c8885f02849b3a4d368af2280a4e,phantom_seed2,0,R1,scored_final_answer,False,0,2,589.5610034931451,41.90786123275757,3
qwen,1,job_e345d7ceca3c5dac4eaaf5e10ed5e4156aec591b1b69d83ca9c57f776cf5ac79,phantom_seed2,1,R1,scored_final_answer,False,0,2,584.7077830601484,51.151411056518555,3
qwen,1,job_b5f80e33e25c7e32eacd4fe279ad7578b31e2c359e376e21c3461af115667b91,phantom_seed2,2,R1,scored_final_answer,False,1,2,572.5318704731762,35.2914354801178,4
qwen,1,job_0ccb07d55f6520cec04b140780accafa997a1f075124bc567ee1f7387a7b781e,phantom_seed2,3,R1,scored_final_answer,False,0,1,304.8936764523387,35.98087024688721,2
qwen,1,job_16f1cf0a37f51785fe6b66adf4c7be811501052def777b466b3467f74964db99,phantom_seed2,4,R1,scored_final_answer,False,0,2,593.6921899393201,33.31265211105347,3
qwen,1,job_8b8d4adcdbb4a897ac1bf181aefd901633a2e532f25dcbfb8f0650037cdb741d,phantom_seed2,5,R1,scored_final_answer,False,0,1,311.36265710927546,29.9894278049469,2
qwen,1,job_3cb6e71d7ac090c8ae00e492ad8faef13226f609aead0ca3655c8388346b8738,phantom_seed2,6,R1,scored_final_answer,False,0,2,586.6580055560917,48.64074110984802,3
qwen,1,job_12c122cbec17beae21b7aa34d01a26ca8874f9d5b8df305765637edb18fa916d,phantom_seed2,7,R1,scored_final_answer,False,0,2,592.0543637033552,28.95776104927063,3
qwen,1,job_38106cb8bad634709d61c7bb6184a9f4f933dc26fbc85ea7c21714de1b745897,phantom_seed2,8,R1,scored_final_answer,False,0,2,586.6191869974136,21.02453637123108,3
qwen,1,job_81f1850de3d917326bbe69550b496f130c1449affc953f6af59e2b11b25679b8,phantom_seed2,9,R1,scored_empty_prediction,True,2,2,569.3252984713763,23.02455711364746,4
qwen,1,job_888c5ac78b55f4e2240a170231e0e9a8a05aa1e00150d50fd32003b1321f7eac,phantom_seed2,10,R1,scored_final_answer,False,0,4,597.8188877552748,49.01448082923889,5
qwen,1,job_12179d57b5803f97388d2b28da0382a61d9773317bc03292c08d14f97a8a08aa,phantom_seed2,11,R1,scored_final_answer,False,0,2,571.7640029918402,14.441929578781128,3
qwen,1,job_70985462eebbcb8c667e7b2e90a1effe0be7985a3cc21692ba4fff34edd2a8c5,phantom_seed2,12,R1,scored_final_answer,False,0,2,572.5318704731762,13.660330772399902,3
qwen,1,job_51585c11dbda4c8307d040a1c415a84e591e6aff4d0a4de079e4ddb5a01f7d39,phantom_seed2,13,R1,scored_final_answer,False,0,1,311.4834354259074,7.474979639053345,2
qwen,1,job_aa97d1886c3d2072e6909115517a36808d9bf1f2b87e63f0981146825672e972,phantom_seed2,14,R1,scored_final_answer,False,0,2,584.7077830601484,26.62100577354431,3
qwen,1,job_8e47c54b4365df4755431023bb93088dc1e1e754deda2ae7fb37c65fa2d1e3b4,phantom_seed2,15,R1,scored_final_answer,False,0,1,310.21571821533144,11.084427118301392,2
qwen,1,job_812afa731704219716c24a34423bb23a190684067b337b6eba6c4ed4ca4f915f,phantom_seed2,16,R1,scored_final_answer,False,0,1,304.8936764523387,7.4532623291015625,2
qwen,1,job_3c35234fcb81a7ffbd1ee336098de1089e5a1bf95b4650d408d5e47d6a3e523f,phantom_seed2,17,R1,scored_final_answer,False,0,1,305.89832997880876,12.998004913330078,2
qwen,1,job_1be5df57d6f059e5a4c32eac1657b02a5c9553e3053fc6613a396c452d1ae73d,phantom_seed2,18,R1,scored_final_answer,False,0,1,307.8906704671681,8.145856618881226,2
qwen,1,job_97a7aff4ff40f1818ac0ff943249048d3bfaa6b9ff5d5fb23b3d2556f9935335,phantom_seed2,19,R1,scored_final_answer,False,0,1,309.8758999723941,7.576856374740601,2
qwen,1,job_4216274648d787bcb47b77cfb8e4386fd7bfe95801a341485ce54166cb9152f0,phantom_seed3,0,R1,scored_final_answer,False,0,1,306.48579951375723,14.42628788948059,2
qwen,1,job_849e92b0e02ed9152b37af48fb1616a3ff030dacdd6b6373464322b5a4f84614,phantom_seed3,1,R1,scored_final_answer,False,0,1,305.1142273657024,11.412655353546143,2
qwen,1,job_d0508ca2e211cc4b1efa7a828cb52598461f5818372307009fac7e7a56aa83fe,phantom_seed3,2,R1,scored_final_answer,False,0,2,598.2240247353911,10.503886699676514,3
qwen,1,job_ca4df7785b41daf10d8637364809d6f512a7fde1c25238ee2363d5ce9119fdbe,phantom_seed3,3,R1,scored_final_answer,False,0,2,597.1539952699095,29.267926692962646,3
qwen,1,job_81788b86f4c750d3a9d3c2a2900937181c029ce7b13c65a3693beb006ae9983b,phantom_seed3,4,R1,scored_final_answer,False,0,1,301.32070708088577,26.573871612548828,2
qwen,1,job_3eaec839d2bc94c877f4d3d5bfeee7ea529a163eb7714420dc83609c4d14a2d2,phantom_seed3,5,R1,scored_final_answer,False,0,1,317.30108419433236,6.784475803375244,2
qwen,1,job_b2951e8f8019752b3744414cc0ba099474afadccd09d85add1f5e5b9b106f3b1,phantom_seed3,6,R1,scored_final_answer,False,0,1,308.3650519605726,6.646597862243652,2
qwen,1,job_76e040fc9161b3e7113d991641003b61abab321b4aba25657e74dd3e163ebb17,phantom_seed3,7,R1,scored_final_answer,False,1,2,593.4711376018822,26.864843368530273,4
qwen,1,job_2d26828f1edebdda69d8ab5245343d214f095ae860786633ef7b2ec80700788d,phantom_seed3,8,R1,scored_final_answer,False,0,2,592.1416796557605,16.32477831840515,3
qwen,1,job_2d952233f9e119ae2484ff348cd8c261bbefc20222cc2a6224bb697e8d40527b,phantom_seed3,9,R1,scored_final_answer,False,0,1,305.5844378005713,10.73247241973877,2
qwen,1,job_b08684a9dce826b54f0a0b104fa7a1b1ef80b798c4de0469838205e09debb7d1,phantom_seed3,10,R1,scored_final_answer,False,0,1,310.0280711706728,17.406725645065308,2
qwen,1,job_025281d3a7a685972c4e3941dcf64f853c5bb27eef972b51cbf0283a3dcaac4e,phantom_seed3,11,R1,scored_final_answer,False,0,2,598.2240247353911,37.98353314399719,3
qwen,1,job_45a8648d26b383859f4331e3ab50577178ffeeb7662bd37c74cb092d7be662f8,phantom_seed3,12,R1,scored_final_answer,False,0,5,610.9195387549698,54.38792419433594,6
qwen,1,job_6a85e36e5c708bcee576c856f33097f4a56be17041ede20df9622c5e67a68657,phantom_seed3,13,R1,scored_final_answer,False,0,1,305.1142273657024,7.819425821304321,2
qwen,1,job_c121ce8db45db1698c11c26712c8952d0d141f8d5df817162637852f0e9469bd,phantom_seed3,14,R1,scored_final_answer,False,0,1,306.48579951375723,13.446124076843262,2
qwen,1,job_8b315e81e2ac3218fcd4ac45a7e31cb20a6a7cbfc3b9a025ec6db76fdf6f66ee,phantom_seed3,15,R1,scored_final_answer,False,0,1,300.3206635825336,9.732308864593506,2
qwen,1,job_11ebdc8f694b0e8eaca43e0bef260c0a755f5f4a35648410e00fc9744e6c83a0,phantom_seed3,16,R1,scored_final_answer,False,0,3,597.9713687021285,68.24110221862793,4
qwen,1,job_db5690c7e8dbc33f9e3017162044be48022977434164ab0fae47ec685831dda1,phantom_seed3,17,R1,scored_final_answer,False,0,5,581.9604653213173,33.600841760635376,6
qwen,1,job_ebe079d2ab097114d031abc81d7ae62f5c9653791c9d5da5a59c4b72c55a5e49,phantom_seed3,18,R1,scored_final_answer,False,0,1,307.1769913379103,9.557792663574219,2
qwen,5,job_7ff5061a9b48cd5d143809d5ece1cb1ee8260775851f8f3ac61a32190be1a6f7,phantom_seed2,0,R1,scored_final_answer,False,0,4,1177.4641573335975,22.83788013458252,5
qwen,5,job_26d22ac468df8c999431e70b065cd15a44ef31e1a8087d1862a8695b574461d2,phantom_seed2,1,R1,scored_final_answer,False,1,6,1767.4260758049786,96.37566304206848,8
qwen,5,job_310614d48f5a0a3c59518ef4a7dcca084673c72bebf731eaa6c1e7688edba72e,phantom_seed2,2,R1,scored_final_answer,False,0,6,1789.2911458574235,50.08549928665161,7
qwen,5,job_ac466f1dd5305ee97ba41596a19a5c3db17549596ad82a1b28ec6be169e79dac,phantom_seed2,3,R1,scored_final_answer,False,0,5,1496.5071770269424,22.22831964492798,6
qwen,5,job_b07785c9c0c836d5d47e73fa106d6e4317791358dc6f5deb92c4ac38a95eeb4d,phantom_seed2,4,R1,scored_final_answer,False,1,5,1523.5344687849283,25.680556535720825,7
qwen,5,job_4b695ced7ab26adaf626278cce539e8ca8d696d5aa4dbdb40681768494443449,phantom_seed2,5,R1,scored_final_answer,False,0,6,1757.47674013488,42.22104287147522,7
qwen,5,job_50d2738c50202c8a76175690cde7371ce1773c38692d52ea37b0ad36c2356651,phantom_seed2,6,R1,scored_final_answer,False,0,5,1506.5850839577615,39.79532814025879,6
qwen,5,job_c3a5efacaed0353fe0396d98953d894da9e0ecdd54a3ccd6f8a7bbd9a6450e49,phantom_seed2,7,R1,scored_final_answer,False,1,5,1505.1153279095888,44.18430423736572,7
qwen,5,job_cebb9048fbbc4fad04b67b7b69d4ea4283cc2f92682391b95713dec4573dee37,phantom_seed2,8,R1,scored_final_answer,False,1,5,1495.89059879072,86.25323486328125,7
qwen,5,job_e0e49cf3e79d8acb6bf6d19cde36c628e9a98e4ed6dc89601c48fb93aa66c415,phantom_seed2,9,R1,scored_final_answer,False,0,5,1503.1726897787303,27.1849308013916,6
qwen,5,job_ea623eebfa34629199472e7c27d11b984b9b8fb32bd2d711a77352ea1df76bfb,phantom_seed2,10,R1,scored_final_answer,False,0,10,1478.3322679251432,209.9003140926361,11
qwen,5,job_03b0cb678d57098fc44c8cecccd72f43776bc2de535389046a131846dba1898c,phantom_seed2,11,R1,scored_final_answer,False,0,4,878.5709794424474,29.807265281677246,5
qwen,5,job_7b428adb4df63413244f33e834e89c4bf815002f4a874e5b8df05873f928f5c0,phantom_seed2,12,R1,scored_final_answer,False,1,4,1192.76493024081,19.992171049118042,6
qwen,5,job_2852ff823d58d0f45b13925a306188f4704ba3294f2f7977d34a8734bf77f5d7,phantom_seed2,13,R1,scored_final_answer,False,0,8,1770.4703895840794,64.17532539367676,9
qwen,5,job_e5e6be2249e5b6c76585cb76bd38ff0e4703da937dd3a2ae9eac7ba69ed05102,phantom_seed2,14,R1,scored_final_answer,False,0,5,1482.4396085273474,91.87144017219543,6
qwen,5,job_d33be1d9a10e563a7fc71528f2d2076feffa31f07d16e2c219f86011feefde16,phantom_seed2,15,R1,scored_final_answer,False,0,10,1513.8212415389717,76.98580884933472,11
qwen,5,job_7bec8ee5164d411f55b2b75733a6ec91ca1d82ffcf608e4b3be08776c4ac8e93,phantom_seed2,16,R1,scored_final_answer,False,0,5,1517.237850613892,33.95635771751404,6
qwen,5,job_164be9626f5146a877ded3cf4ab46f59b85100bc8f281dba762f383745147401,phantom_seed2,17,R1,scored_final_answer,False,0,6,1477.3826610390097,69.00696468353271,7
qwen,5,job_844549f5a2804f961f47a54c4af2bc91c31842483e16d66c6892b1ba17f440cd,phantom_seed2,18,R1,scored_final_answer,False,0,6,1544.1612888965756,93.37944841384888,7
qwen,5,job_a12ff8859765698bcacb34f7282f58f276028296917780ece7f9e84c23fd6f37,phantom_seed2,19,R1,scored_final_answer,False,1,5,1506.7235215287656,37.73786282539368,7
qwen,5,job_a24f20032089ae0acf4c9e12e87cfb0f5b25b48dfdbbcd1e940fe685f82cc9e4,phantom_seed3,0,R1,scored_final_answer,False,1,5,1516.0336370952427,37.513551473617554,7
qwen,5,job_263d4e7df3071685b482ea833c79125af24562c88479e4474e571a63eed53e7a,phantom_seed3,1,R1,scored_final_answer,False,0,3,914.3215529154986,28.714089393615723,4
qwen,5,job_203f19bd9d585a90ab2f7edbe7fb6c0b441ac5341b7b28331a1a4a4ac8c91cbe,phantom_seed3,2,R1,scored_final_answer,False,1,5,1494.0669453516603,40.1146445274353,7
qwen,5,job_d03bc2d27a47fd8b564e82dde4a9ceac35bc3b6f56f082471a9c7d0d4aa5c7ec,phantom_seed3,3,R1,scored_final_answer,False,1,5,1510.9937338344753,38.56955170631409,7
qwen,5,job_1d31937552923e48314fa1c2c8ef7244470361626192a1d82298120e3951b8a6,phantom_seed3,4,R1,scored_final_answer,False,1,5,1518.6282060481608,66.6454451084137,7
qwen,5,job_2301d4f7db5df5ce4feb49887dda5b1c5f8b3cb29e3c1513622e2b9f5ff4622e,phantom_seed3,5,R1,scored_final_answer,False,0,5,1452.5944427028298,30.934058666229248,6
qwen,5,job_1276b9212bac9d70fffb59ed4ce657a512602ee63ce18388258d6c77e6c1dfd0,phantom_seed3,6,R1,scored_final_answer,False,1,5,1486.8291525635868,134.14971208572388,7
qwen,5,job_cf9efdd67221a4def6dbd63169bc14a87074fc137f2128882d372d007e6492ec,phantom_seed3,7,R1,scored_final_answer,False,0,5,1481.592618478462,96.5195369720459,6
qwen,5,job_0f6fbffe1ad773bdae611cbe96cb071d99218951fe13020fbf3570dc752fceb1,phantom_seed3,8,R1,scored_final_answer,False,0,6,1813.9620748069137,53.47117376327515,7
qwen,5,job_ba435c08c406ec09316d35fcd1b229b30829422de6861ada0b2ab3c51a7562b6,phantom_seed3,9,R1,scored_final_answer,False,1,5,1511.2997577060014,37.11744141578674,7
qwen,5,job_a83236e51c17e884b65a342bff4b98dd2befcb4127e6997327058c4aa32396e8,phantom_seed3,10,R1,scored_final_answer,False,0,3,908.8126324303448,13.610480546951294,4
qwen,5,job_60728bf24f38b7399d203b5a127442337624cf30dc4e49feb727e04bc81d63db,phantom_seed3,11,R1,scored_final_answer,False,0,3,884.9983040522784,25.809503078460693,4
qwen,5,job_a574883d459d0236b93999264f6a1dae7b9e7c0fb52a59f774576d174a1cd026,phantom_seed3,12,R1,scored_final_answer,False,0,8,1530.162119595334,53.89075756072998,9
qwen,5,job_4f03010aad5f5f93ddb38370eeb44365fd12c852bd3d8b38b14f374a9cf54875,phantom_seed3,13,R1,scored_final_answer,False,0,3,914.3215529154986,13.144974946975708,4
qwen,5,job_43be8af57d3bb248e02e25737add4219e6b89fc6f2b71470892cf43bd38568cf,phantom_seed3,14,R1,scored_empty_prediction,True,2,5,1510.7189071550965,1126.6369671821594,7
qwen,5,job_2cc1f0647abfa9fed2b7b6c62bd5768b70c1860702886c3f4355743a2f28d1a3,phantom_seed3,15,R1,scored_final_answer,False,1,11,1809.8335458245128,376.6167736053467,13
qwen,5,job_daa72acb3408c52db15c620a6dce1b8add061f65f297e0a97306bed73b93e8aa,phantom_seed3,16,R1,scored_final_answer,False,0,11,1518.2268563192338,283.40103673934937,12
qwen,5,job_abb32153e4b81b51fce5b9f02f764fc499f41261224b47e7225b6643ba7ab69f,phantom_seed3,17,R1,scored_final_answer,False,0,7,1474.5944351702929,52.32486963272095,8
qwen,5,job_dff657823ae7e7c2fe4d39b07d0b55f7ee9efb94d2b7926ba3aa128fb25707a6,phantom_seed3,18,R1,scored_final_answer,False,1,11,1528.457115702331,249.30709147453308,13
qwen,15,job_8aeb7b94eecedeafe5a87413b8fae2f22b70ef642ac1efcc298f9aa2719fa8e6,phantom_seed2,0,R1,scored_final_answer,False,0,5,1461.8871756177396,29.593289852142334,6
qwen,15,job_80b603b82f54082a80402c5fef02fab5e700076d33c86bb0afc04a2015345eac,phantom_seed2,1,R1,scored_final_answer,False,1,9,2660.7505163829774,68.86734867095947,11
qwen,15,job_07bfa1ed8ab3319747a56bb015ea5bca3fe9116c48f1664777c58a66c2d21061,phantom_seed2,2,R1,scored_final_answer,False,0,11,3296.216268390417,65.1038453578949,12
qwen,15,job_563a4d517d94d86ac8c2d8ff33fd4fed62f69bb36498fdcfd9913f300dae876d,phantom_seed2,3,R1,scored_final_answer,False,1,12,3636.5256559941918,56.279685497283936,14
qwen,15,job_fe36cdfa3c321f0a8b9c4a0985db9d0f25cd25a498958eeff8e92ec0925e4fad,phantom_seed2,4,R1,scored_final_answer,False,1,8,2450.99493233487,40.41386938095093,10
qwen,15,job_0d496905251cb0bd7ea79adc6d2be055745c52b95e22e81af59317fe76b8403d,phantom_seed2,5,R1,scored_final_answer,False,0,15,4498.862836053595,81.94864678382874,16
qwen,15,job_49367117dacadb52ee953db25412758dc43ff9cb142fc811f582b3d82f3a8673,phantom_seed2,6,R1,scored_final_answer,False,1,8,2375.0627535395324,65.29139757156372,10
qwen,15,job_c76351e4c1243a86c56e199c33b469cd6ab55752f88119fae2be6eea86c59210,phantom_seed2,7,R1,scored_final_answer,False,1,10,3009.09178388305,72.92749810218811,12
qwen,15,job_8896e8b07e257740d824cd0f5aae32ebbaf67cc552a1e30483cf9a319055dd26,phantom_seed2,8,R1,scored_final_answer,False,0,15,4505.17699168995,151.64801502227783,16
qwen,15,job_491a27bca5a801599a2f1105cc5b489c620c314bc90c0482f32649d43b9d1624,phantom_seed2,9,R1,scored_final_answer,False,0,9,2705.849375128746,65.67845225334167,10
qwen,15,job_c80a8667691da7dce6e95c545f44cc90991ab0eefd2f6de6f140c64fc3191f8b,phantom_seed2,10,R1,scored_final_answer,False,0,9,1170.2808055374771,125.90860247612,10
qwen,15,job_9acf238e7e8b04bd11df5e7ba885d0840674b0b15f0a482a44f640b28f136b4c,phantom_seed2,11,R1,scored_final_answer,False,1,15,2651.3629298191518,330.4571557044983,17
qwen,15,job_810d0b4efaee2e2e9c13d8ead4c7c8f8607abb3643f3ea4828a66df61674a4c7,phantom_seed2,12,R1,scored_final_answer,False,0,5,1192.76493024081,24.34996509552002,6
qwen,15,job_8eb3993519f20821a74b2ced30972deec0489d3d3d7fb36cd4061ed83a33cb1f,phantom_seed2,13,R1,scored_final_answer,False,0,24,4226.338100135326,799.0306251049042,25
qwen,15,job_ddf4a7c8b87028c86fe13ad07b4b8f019ba7533cda67d125be535c41ff47f740,phantom_seed2,14,R1,scored_final_answer,False,0,5,1482.4396085273474,41.0789897441864,6
qwen,15,job_88ace490740dbbb33d432dd7c7687288ecd9e580b0ff55ad09945c24f33c8001,phantom_seed2,15,R1,scored_final_answer,False,0,7,2102.20162730664,36.36235237121582,8
qwen,15,job_b15d303d15f9de8c2ac4477386a4c3058fc56f4b870859195c3679748659377a,phantom_seed2,16,R1,scored_final_answer,False,1,6,1846.9011385086924,23.02363109588623,8
qwen,15,job_666607d17164da609fad126bf6838b1a14ff3a78eff60db091e507da0a177355,phantom_seed2,17,R1,scored_final_answer,False,1,27,4473.600997524336,481.9918336868286,29
qwen,15,job_f92fef9153d2eacaef7fc876f9a332aedf29af36e26acce240569ba10e7c0da9,phantom_seed2,18,R1,scored_final_answer,False,1,29,3677.0249722339213,400.68605160713196,31
qwen,15,job_071670d8ede82bf879b1093a47366af5da4a68b60ea8962ba8da0537c60d3f69,phantom_seed2,19,R1,scored_final_answer,False,1,12,3571.405511861667,80.5780119895935,14
qwen,15,job_d7fdcfb80740961b51bc854336ec122a0aa338e0ee6b630ea6f8f1fdf4ba302e,phantom_seed3,0,R1,scored_final_answer,False,1,6,1812.833813559264,25.864974975585938,8
qwen,15,job_341c8c0177aca4df463799bbf8977015c9db5625ecd226e4d98ae69982130172,phantom_seed3,1,R1,scored_final_answer,False,0,3,914.3215529154986,14.334102869033813,4
qwen,15,job_0ed1a84c8fb731aa2ec01d3ee422c034f916162c8a3ab91346f789eed756b8d0,phantom_seed3,2,R1,scored_final_answer,False,0,5,1494.0669453516603,26.689388275146484,6
qwen,15,job_119452942b455ae900776dd00c0fe45bc386d943537ca0bc678b5c4cebe10564,phantom_seed3,3,R1,scored_final_answer,False,1,13,3857.6679755188525,67.51390266418457,15
qwen,15,job_629e287a3cb68f61e93bdd985a600d4a675e1cf2b23c79d5f02bc0cb2b9a0919,phantom_seed3,4,R1,scored_final_answer,False,0,7,2128.8620568905026,42.364025831222534,8
qwen,15,job_2d07c5eecd25bee3ee33d902092d1488a039bbdc476a3e0c60882c4a4d00e7bf,phantom_seed3,5,R1,scored_final_answer,False,0,9,2635.0921808369458,277.14540123939514,10
qwen,15,job_517fd7e192b1a00525fbdf7fd348584cfd6fba5ebcce826f01b1f65aa814d9ab,phantom_seed3,6,R1,scored_final_answer,False,0,14,4152.381046107039,123.02603530883789,15
qwen,15,job_a23f64f50977408bfc3aa474351f3b9d420df0070112cb8bd990a0cca048df89,phantom_seed3,7,R1,scored_final_answer,False,1,13,3850.096214581281,113.11586260795593,15
qwen,15,job_cfbe183675eb7230e3367843f25926be482875ccdfbf7304579362eaf826b160,phantom_seed3,8,R1,scored_final_answer,False,1,16,4455.43781680055,141.73137092590332,18
qwen,15,job_fb487771db0f62294ff01b38baa5553a3bca6cc3f96b3cfa64a0ede47fa385c1,phantom_seed3,9,R1,scored_final_answer,False,1,14,4177.5609087292105,185.9824402332306,16
qwen,15,job_cb47615edc625e53187efd1cfc8c6f120d823863639d32dcc36ab6fbe914c0bc,phantom_seed3,10,R1,scored_final_answer,False,1,3,908.8126324303448,11.642098188400269,5
